,KIC,Teff,age,dnu,eTeff,ednu,efeh,enumax,feh,loage,lomodlogg,lomodmass,lomodrad,modlogg,modmass,modrad,numax,source,upage,upmodlogg,upmodmass,upmodrad,G,bprp,nus*,l_nus*,u_nus*,cosi,l_cosi,u_cosi,i,l_i,u_i,nus,l_nus,u_nus,P,l_P,u_P,vsini,l_vsini,u_vsini,fit_numax,efit_numax,fit_d01,efit_d01,fit_d02,efit_d02,fit_epsilon,efit_epsilon,V1,eV1,V2,eV2,flag,chainflag,ebprp
30,8179536,6343,3.5434,95.09,77,0.057999999999999996,0.1,13.8,-0.03,0.8145,0.0099,0.0608,0.018000000000000002,4.2548,1.1593,1.3266,2074.9,L,1.038,0.0099,0.0494,0.021,9.390101,0.6612796999999999,1.4733226939464958,0.09348274825229486,0.09691234087017131,0.5863668858480342,0.1768850227246218,0.09078964049384719,0.944229879088184,0.11732502156476066,0.20468039229259172,1.8247992390155374,0.2873667357934382,0.2514469315646546,6.3426561271436945,0.7681369577557682,1.1855274191069007,8.543577102462882,0.5420924219284533,0.5619801146119734,2081.174581764496,7.8127817158033395,0.4665211606185852,0.005091800127648094,0.08438415290794724,0.004177084205851056,1.1542734323744828,0.0029682304082649935,1.2558364262493327,0.04311057163322651,0.7922658888184737,0.04115692654025116,,0,0.003556784772824129
31,8228742,6122,2.8886,62.071000000000005,77,0.022000000000000002,0.1,3.4,-0.08,0.1757,0.0066,0.019,0.021,4.0348,1.3778,1.8694,1190.5,L,0.1597,0.0055,0.0209,0.021,9.336569,0.7277889,0.6418022771258427,0.035954552949132634,0.035552747029255594,0.7677036306598122,0.07869778428712859,0.04751212811163097,0.6955464778375335,0.07785178749028665,0.11513340061028121,1.00297387406546,0.14349005505974377,0.13708687813082188,11.53975629439568,1.387600760353875,1.9265522370244952,5.244515384350297,0.2938042023216285,0.29052082766961895,1187.2867844091907,3.053179280685754,0.426576648852373,0.0033765902669350423,0.07279920951514732,0.003290979751098072,1.160785344903208,0.0023293807494975116,1.3043053020053395,0.030480090571708418,0.8634314062167525,0.029606769969771074,,0,0.00395140101318467
32,8379927,6067,1.9943,120.288,120,0.017,0.15,6.0,-0.1,0.7506,0.0077,0.0399,0.015,4.3879,1.1194,1.1197,2795.3,L,0.8464,0.0066,0.0399,0.015,6.9261136,0.752151,1.123704839631332,0.020269919228912414,0.02041551844311762,0.4500588563347604,0.036780206651367164,0.034978294711029034,1.103965080203678,0.03957440352418429,0.04077959409604848,1.2597616758649202,0.03500108268348834,0.03306861681700535,9.187510856969524,0.23500243656882347,0.26255974794430514,5.499912766270814,0.09921002705207638,0.09992265455773897,2806.5479408383135,7.073150956596237,0.4711095706080443,0.003980729178692188,0.09152742158492466,0.0025280864792999735,1.313099970624572,0.0019496257283642127,1.2599556567956056,0.032882930150450296,0.8166236904222502,0.025876492688886477,,0,0.005293578098531876
33,8394589,6143,4.4537,109.488,77,0.034,0.1,10.5,-0.29,0.8304,0.0077,0.0285,0.015,4.3219,1.0377,1.1646,2396.7,L,0.9422,0.0077,0.0418,0.015,9.487703999999999,0.7004528,1.0072542082309661,0.03371192115726951,0.03249386955735667,0.32135147599640607,0.13711542139370553,0.09143991526464118,1.2436400111456307,0.09836030855837175,0.14186176025365538,1.0644725699477913,0.052146015633826925,0.057172324237837246,10.873059955571284,0.554220067126284,0.5600828641888977,5.127642612293525,0.17161773269916836,0.16541698095581747,2399.2887944111853,6.874712855376856,0.46548624324357635,0.0032776686687467915,0.07410316622681498,0.0033352664153366296,1.2698674166925792,0.0023944839844673993,1.266369410933979,0.03617093189645537,0.795958355428169,0.03134729658765223,,2,0.004934026903368018
34,8424992,5719,9.612,120.584,77,0.062,0.1,27.0,-0.12,1.7407,0.0066,0.0399,0.015,4.3593,0.9179999999999999,1.0477,2533.7,L,1.9164,0.0066,0.0399,0.012,10.269356,0.840024,0.1803114498760045,0.10742204523458014,0.09355767988757069,0.5417041664757551,0.3616064491634726,0.3626269682554826,0.9983331427370341,0.5573468807601197,0.39137739202510846,0.22255860494657886,0.13133095838846948,0.23149363579153992,52.00461425504287,26.513991714731773,74.86563795170906,0.8257757425273753,0.4919627634761734,0.4284678684100496,2536.471951977405,9.201484405919473,0.47973741853382,0.004874009733016327,0.04307480897520026,0.0033326243654946894,1.5192735860265416,0.0014694437698579144,1.2349110727044579,0.07708336680208605,0.7890902004568943,0.06311466999324733,,3,0.002710447561290469
35,8694723,6246,4.6932,75.112,77,0.019,0.1,3.7,-0.42,0.511,0.0066,0.0209,0.012,4.1129,1.1384,1.5485,1470.5,L,0.4791,0.0088,0.0209,0.015,8.807503,0.65730476,0.9102566951622486,0.049459351983968114,0.046734156161661544,0.8124527386429143,0.037664415945669716,0.026703141944068975,0.6224495549109861,0.0473825863409304,0.061966560644386104,1.56223120714191,0.1638071961056382,0.15599756525177866,7.408681927217901,0.6726324175663523,0.8678307642331875,6.161365371085872,0.3347815404269543,0.3163351755078887,1472.4989048571308,3.969881871616508,0.42837249649139575,0.0033039547842232952,0.07515148983257924,0.002891119022054106,1.1152900001281025,0.0022186452136980783,1.2756695339999058,0.02947008309967991,0.8102120519472192,0.027005693771673167,,0,0.0070103148030372054
36,8760414,5873,11.6642,117.23,77,0.022000000000000002,0.1,9.1,-0.92,1.6059,0.0063,0.0186,0.0121,4.3293,0.8115,1.0196,2455.3,L,1.2847,0.0047,0.031,0.0097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,2,
37,8938364,5677,10.2508,85.684,77,0.018000000000000002,0.1,5.2,-0.13,0.6548,0.0066,0.0095,0.006,4.1734,0.9883,1.3446,1675.1,L,0.5589999999999999,0.0022,0.0095,0.018000000000000002,10.055810000000001,0.8286247,0.10324041119376834,0.04725845017147004,0.04542987096826914,0.553239999163933,0.3794502475869925,0.37758107162145205,0.9845476368965953,0.6104043734228275,0.41157199786556453,0.12568575956243866,0.05722151844930999,0.16370018464064734,92.08739432856152,52.092068340817924,76.96547927743813,0.6067987874143798,0.27776303801530994,0.2670155058196959,1669.481223404241,6.537873402791774,0.42424166947206055,0.003406687648945028,0.06294592820920138,0.002983624424774775,1.4468538584773467,0.0020141645604581093,1.2675000282056241,0.05083678436179695,0.7560393908903033,0.0389366382088574,rhat_01,3,0.0026985301303656256
38,9025370,5270,6.5458,132.628,180,0.03,0.18,20.0,-0.12,1.1339,0.0066,0.0304,0.012,4.4231,0.9693,1.0027,2988.6,L,1.2616,0.0044,0.0304,0.009000000000000001,8.772598,0.85172653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,1,0.005968142034296377
39,9098294,5852,8.0789,108.89399999999999,77,0.023,0.1,9.2,-0.18,0.7346,0.0055,0.0304,0.009000000000000001,4.3076,0.9693,1.1377,2314.7,L,0.9901,0.0066,0.019,0.015,9.706002,0.7861614,0.36628620360036246,0.03818975784888623,0.038486625083893444,0.6033517615256272,0.38014272821940187,0.17031122113161057,0.9230988736706979,0.23690471570857485,0.4225921252262802,0.4572206117035488,0.09845944746991786,0.15348697204387685,25.313981492037463,6.36207310270159,6.9472419800902045,1.8215881433126573,0.1899225507532709,0.19139890948617322,2317.6502719132345,7.430582985989076,0.4659149741265836,0.004833394343732811,0.05176757714170495,0.003641786935237319,1.445307043207188,0.002863663671487826,1.2260906730423757,0.04427565531950495,0.7629903688989726,0.03519954137746384,,0,0.004191764273462503
40,9139151,6302,1.3236,117.294,77,0.031,0.1,14.5,0.1,0.7506,0.0077,0.0494,0.015,4.3824,1.1783,1.1526,2690.4,L,0.9422,0.0077,0.0399,0.015,9.145875,0.730463,0.958505651912219,0.043078660096903976,0.04141714382082928,0.3607367056517302,0.21861356048370767,0.15398855571542736,1.2017386630779554,0.17162950566978985,0.22645165900592779,1.029371414562317,0.0854692185687762,0.11995565516425644,11.243826971506735,1.1735220218640912,1.0181151272080164,4.829199700634755,0.21704144574284445,0.20867029645748136,2693.2520321182637,6.600636807822866,0.46957422604936255,0.0027271286024879715,0.08761005623068056,0.0030752157132857144,1.3383731892150337,0.002049273559151077,1.2593121789688846,0.03344084624931609,0.7669580882894994,0.027759882903688027,,0,0.004069444770808482
41,9139163,6400,1.5951,81.17,84,0.042,0.09,6.2,0.15,0.2236,0.0088,0.0209,0.015,4.1998,1.3987,1.5575,1729.8,L,0.2236,0.0077,0.0304,0.012,8.25681,0.62723446,1.604887073553513,0.0769451764676734,0.0684835597653044,0.8347264429829532,0.02611103293366901,0.025627304611722024,0.5831605045074768,0.04832747904835277,0.04584092138996987,2.924801761980479,0.19557659480804368,0.204160762729364,3.957216596884296,0.25820326966861495,0.2835746061678699,10.926332341335335,0.5238552817843836,0.4662472184143187,1731.1687975646128,6.06594134878128,0.46943671492047234,0.004951470946407355,0.06754236269099362,0.004145942470266728,1.0144627018324814,0.0032829307858832646,1.3165968209448025,0.04780480478781168,0.8734876125113229,0.05922082045787813,,2,0.004800633612263069
42,9206432,6538,1.5312,84.926,77,0.046,0.1,10.3,0.16,0.3034,0.0055,0.019,0.012,4.2196,1.3778,1.5095,1866.4,L,0.2076,0.0066,0.0418,0.015,8.988301,0.5929928000000001,1.6221258848196858,0.17131772738515783,0.15771841336019032,0.8233073729129143,0.04714332966081458,0.0341570444396162,0.603582708519542,0.0631078005239043,0.07865448290014965,2.8948048309367946,0.45519504323070015,0.37484889631277696,3.998222592225101,0.45837554913793266,0.7460091113987053,10.70334547769372,1.1304133913506504,1.0406804318861305,1872.2509677789021,7.290862831004233,0.4649809334701282,0.0060156201255866515,0.07724946502196325,0.004911009594675303,0.9586553232643298,0.003890263584742204,1.3304734105136693,0.052368039399234734,0.8555360025039118,0.06401039949869847,,2,0.0035456467307663254
43,9353712,6278,2.154,51.467,77,0.091,0.1,11.1,-0.05,0.1278,0.0066,0.0209,0.021,3.9435,1.5089,2.1723,934.3,L,0.1118,0.0055,0.0285,0.024,10.757383,0.6871824000000001,0.8314696771720307,0.16544333675989553,0.14973014918192606,0.8271690651828939,0.22982130381601173,0.07900990520420581,0.596745150483529,0.16010813166354015,0.3338612603639908,1.4844906166181884,0.6175636067863497,0.726582424889578,7.796663683579984,2.5620676945875624,5.55402681289346,7.895290052576136,1.5709810794641292,1.4217751889973131,928.1337822579012,5.914109041954816,0.43048900788064587,0.006869740092486809,0.07819850105294013,0.005515948732237527,1.0966640735521285,0.004794744405374196,1.2756812506391368,0.05560940897565514,0.8167632490774215,0.0638834924476206,,3,0.0028358667236997046
44,9410862,6047,6.928999999999999,107.39,77,0.05,0.1,31.2,-0.31,1.3255,0.0088,0.0399,0.018000000000000002,4.2999,0.9693,1.1557,2278.8,L,1.4852,0.0077,0.0494,0.018000000000000002,10.627761,0.7192420999999999,0.41379566502123366,0.1089508989010084,0.09249497832519127,0.7157810785005194,0.4390902725855464,0.15782100146461164,0.7730543571839875,0.2648138075512696,0.5173932128228286,0.5785863400657945,0.22079215701334892,0.38028975758347594,20.004056914199037,7.933598486159498,12.344356289547985,2.090416966554087,0.5503992110992755,0.46726703142748116,2281.027502085187,8.377942635194813,0.460904806418013,0.004623718114810105,0.060913636007381755,0.004336735535015748,1.3488959501501618,0.0030297445302072123,1.1941110265913748,0.04497875551710129,0.7900277883246773,0.0440302756117803,,0,0.0026452643015110336
45,9414417,6253,2.6491,60.115,75,0.024,0.1,6.1,-0.13,0.1757,0.0055,0.0304,0.018000000000000002,4.0161,1.3987,1.9174,1155.3,L,0.1597,0.0055,0.019,0.021,9.516585000000001,0.66290855,1.085591392194448,0.04712365541188879,0.04562259758422016,0.5088808790460173,0.1251385294697595,0.08629775205877288,1.0369120750260952,0.10360366912397989,0.14003873387946641,1.26241754646512,0.1141608587930758,0.11479853063552037,9.168182200535925,0.7642183877066415,0.9115100830564451,9.098734359241487,0.3949604111750489,0.3823795022529417,1161.1599391905725,3.889514923533852,0.4313522493395533,0.004965549428024407,0.07174320939195743,0.004519775756438832,1.054515922547798,0.003153775411606885,1.3444321802724852,0.04296652716954008,0.9366723452010198,0.05004309292841003,,2,0.004523555408625993
46,9812850,6321,2.713,64.74600000000001,77,0.067,0.1,9.1,-0.07,0.3513,0.0077,0.0494,0.024,4.0535,1.3683,1.8214,1255.2,L,0.4631,0.0088,0.0399,0.015,9.374328,0.64471245,1.560638341880563,0.08472701961032492,0.08680144747376506,0.171969120020472,0.1203116297792945,0.17356468502040473,1.3979681060130917,0.17997934702473617,0.12114772816325958,1.6007702967583455,0.09462539530103853,0.1209140031268745,7.23031536601073,0.5077855300186558,0.45425347241699754,12.425374192007789,0.6745732784978777,0.6910893038612667,1249.9186784659028,4.90280458963548,0.4490647039410661,0.008279988113451486,0.06827093087924443,0.005765434034773892,1.0753080075531303,0.004595526473143874,1.2886426649170954,0.047283941978120136,0.9016422193922968,0.061206150306649,,0,0.007777169708976375
47,9955598,5457,6.2902,153.283,77,0.028999999999999998,0.1,21.2,0.05,1.8365,0.0066,0.0304,0.012,4.4968,0.899,0.8857,3616.8,L,1.9483,0.0055,0.0399,0.012,9.391091000000001,0.95841694,0.287901396497681,0.04070185201183249,0.03638038610135924,0.5864585141956656,0.3251979445538061,0.1530534871677084,0.9441167592038351,0.2056655479004884,0.36235166778725825,0.3594810841860383,0.08262684604293002,0.09092197584536732,32.19661540952933,6.499467446107655,9.609044391764748,1.114634003950428,0.1575805773366996,0.14084966561024403,3621.321883183161,9.154034094991857,0.48309026868863136,0.002775896509909004,0.05955610278913907,0.0026115610575333376,1.5297733342905206,0.0007506553111513714,1.1608275560334138,0.03751263695016793,0.6473384168766089,0.029868285779724557,,0,0.004044988380313536
48,9965715,5860,2.9206,97.236,180,0.040999999999999995,0.18,9.2,-0.44,0.7506,0.0077,0.0494,0.015,4.2724,1.2087,1.3266,2079.3,L,0.8624,0.0088,0.0399,0.015,9.099501,0.6507368,1.7435331194499641,0.046689072333145676,0.04523223664735787,0.5197752859595163,0.053896715092653924,0.046402562611557285,1.0242084349704987,0.05527359862360881,0.06196062928123025,2.0430252122178327,0.09590474966289397,0.09667349927856961,5.665164583173596,0.25595719710582365,0.27903573741112364,10.110486791469562,0.2707429207190266,0.26229494930156605,2085.949120243466,6.232572774565142,0.458432580846277,0.005239391600212473,0.07833555241020335,0.0037458211735977576,1.1418448015320632,0.0024990629046803825,1.2798692005027927,0.034415065804166645,0.8522129985397668,0.03502198118786137,,0,0.009815972682260178
49,10068307,6132,2.3616,53.945,77,0.019,0.1,2.8,-0.23,0.0958,0.0044,0.0209,0.018000000000000002,3.9666,1.469,2.0823,995.1,L,0.0798,0.0044,0.0095,0.018000000000000002,8.101827,0.69298553,0.6965596779791594,0.02887600766299958,0.029860650110596243,0.7291378315640653,0.09157849902156001,0.05565418105571418,0.753735027464149,0.08529916269331128,0.1257352461425557,1.0192344223549905,0.1369331260629728,0.13134382245575615,11.355654619186728,1.296300434370231,1.7623971433604506,6.340207937503432,0.2628344688562887,0.2717968565155422,990.3325015934848,2.7886974383253573,0.42105672051909127,0.003983426226770614,0.06995378744510111,0.004178415156356335,1.1334831550830247,0.0028335707691884426,1.3751366651295398,0.03531762216348833,0.9312844472512243,0.033183213068512685,,0,0.006187303659918112
50,10079226,5949,3.0643,116.345,77,0.059000000000000004,0.1,47.7,0.11,0.6548,0.0055,0.0304,0.012,4.3659,1.1194,1.1466,2653.0,L,0.7027,0.0055,0.019,0.009000000000000001,9.990819,0.76718044,0.6555657001034043,0.08390815339718583,0.07379299495054448,0.26837706010069273,0.19276295708951538,0.36782754187071975,1.2990884381009709,0.417860964283449,0.19602154576427755,0.6947186332529638,0.08718375711721027,0.16405604223262849,16.66008873245442,3.182660429953497,2.3907913553859643,3.2857160703992503,0.4205503247213409,0.36985282993550417,2655.3621626340446,8.839177605707846,0.47069147382679943,0.002834785625854097,0.08189279826142024,0.002982550015508789,1.3504792081523005,0.001363064865323782,1.2350908306589268,0.056859705523633286,0.7403629382555703,0.04611064127746556,,2,0.0031374657541831832
51,10162436,6146,2.4574,55.725,77,0.035,0.1,4.0,-0.16,0.1118,0.0055,0.0095,0.018000000000000002,3.9809,1.4481,2.0373,1052.0,L,0.0958,0.0055,0.0209,0.021,8.514332000000001,0.6866760000000001,0.8268047867355657,0.05396439589385049,0.04852933563633921,0.9038062889817208,0.01525240855206167,0.01293046146585164,0.4422142981230502,0.03125183284560418,0.03439869687160069,1.9475007833070273,0.17907180926672672,0.14045284203865838,5.943039497888002,0.3997774570424424,0.6017946267699283,7.3630854264397785,0.4805783219052868,0.43217655450393,1043.505018531136,3.4307336067195138,0.4282581856150409,0.005153141119123905,0.07047634708924906,0.00429003161943238,1.1127996388501518,0.003182527152440162,1.377190600781125,0.04095639127216355,0.965715378910633,0.04431223650677252,,0,0.004979138574302521
52,10454113,6177,2.8886,105.06299999999999,77,0.031,0.1,8.2,-0.07,0.527,0.0055,0.0304,0.009000000000000001,4.3142,1.1688,1.2456,2357.2,L,0.5589999999999999,0.0055,0.0209,0.009000000000000001,8.549732,0.7091837,0.7886921570699825,0.06858161488907066,0.06598903851664384,0.7982940835253249,0.12830082159232647,0.05845869920179714,0.6463389374749664,0.10448257782140957,0.19025767788931103,1.314084930687891,0.30736395329872424,0.2755778720593476,8.807706310100851,1.5268703566668487,2.6890980515925254,4.2942566157634054,0.3734119210101361,0.35929590864794125,2366.498697706512,7.2311987831290025,0.4685103717024055,0.004193289402804945,0.08657272915096215,0.0037735058259559806,1.2063133998947844,0.002575425791743413,1.2456797216740907,0.03164465030619246,0.7964558486902895,0.027930277815444438,,0,0.004717425200787388
53,10516096,5964,7.0089,84.42399999999999,77,0.022000000000000002,0.1,4.6,-0.11,1.4533,0.0099,0.0608,0.021,4.169,1.0586,1.3986,1689.8,L,1.3255,0.011000000000000001,0.0494,0.024,9.414386,0.7613535,0.4849062539456776,0.027627852310832812,0.02638104930489621,0.30645385474484876,0.21018545518565945,0.24130292696829847,1.2593309301951865,0.2682152501099023,0.21504767722217477,0.5135984228409411,0.0402565446602714,0.07758594281856457,22.53526019019672,2.9574858883239123,1.9165675651028842,2.964511783667116,0.16890500600153846,0.16128257966049864,1694.364031781265,4.915392071924543,0.43954208045619403,0.0034599636515183496,0.06460195256461834,0.002643152859040765,1.320538450355159,0.0019511600373893767,1.2757219102855453,0.0361373902986144,0.8172200489818471,0.030062051995488392,,2,0.006089210568475316
54,10644253,6045,2.3936,123.08,77,0.055999999999999994,0.1,21.3,0.06,0.9582,0.0066,0.0399,0.012,4.3956,1.0985,1.0987,2899.7,L,1.1179,0.0077,0.0399,0.015,9.124989999999999,0.7522420999999999,0.21024770497575626,0.12643602784744032,0.0992479077120488,0.5042179759577217,0.3353586523699158,0.3385482402060247,1.0423201623503036,0.4739255841103922,0.3588039052812777,0.26017997484013033,0.1552691996969705,0.16931368831871763,44.48487659950464,17.5366929333393,65.83815140533889,1.009746275785785,0.6072280706170948,0.4766530279287873,2905.4483139080594,8.646369437890826,0.4666343796791891,0.003050434833346105,0.09678520586152262,0.0029696148085627955,1.315740960347336,0.002127059569990042,1.2796642707770203,0.044124380562791776,0.8485041312372371,0.038888768523530626,,3,0.004775817997145447
55,10730618,6150,3.0483,66.333,180,0.061,0.18,14.6,-0.11,0.2875,0.0077,0.0494,0.03,4.0623,1.3379,1.7794,1282.1,L,0.4631,0.0066,0.0399,0.024,10.375351,0.6479645,0.742649408126357,0.389201150045385,0.07789607189649406,0.5442287358797271,0.2654886111767289,0.27994611235707867,0.9953268215938008,0.39327424448307424,0.2929874946506049,0.8937960131361217,0.4498353283203977,0.35060902782519576,12.949346275850289,3.648456464349616,13.120696595656824,5.776427105433193,3.027258956901259,0.6058861371005424,1285.6857956550573,8.963081095121424,0.4567012925001943,0.0054464804901041,0.0602663774294186,0.006032119599905038,1.0380953604162289,0.0021065510498379236,1.2327235910266099,0.036204902799669814,0.7636242959508556,0.033127901867670895,rhat_1,2,0.0031716375210220516
56,10963065,6140,7.1526,103.179,77,0.027000000000000003,0.1,6.7,-0.19,1.6130000000000002,0.011000000000000001,0.0608,0.021,4.2768,0.9883,1.1946,2203.7,L,1.9164,0.011000000000000001,0.0608,0.021,8.699197,0.7053232,0.6682322713967065,0.02856762134622981,0.02744769023027882,0.7378837188946361,0.06721089560779603,0.04276725274526916,0.7408669325765338,0.0657773556887834,0.09481390678958823,0.9921163819983041,0.10920258973486441,0.09472027340290579,11.666044718505034,1.0167221941087128,1.4429067804914233,3.4894086041652397,0.1491758300114916,0.1433277178514749,2208.3534920863835,5.267240045441213,0.4627528570295644,0.0037128044933996684,0.07147003640446647,0.0025522108019850748,1.277878409120079,0.0020281282679837087,1.2956015824043974,0.03047695466778344,0.8170230598137316,0.024705445323296882,,0,0.00598000500563373
57,11081729,6548,1.8825,90.116,82,0.048,0.1,11.0,0.11,0.4152,0.0099,0.0494,0.018000000000000002,4.2449,1.298,1.4226,1968.3,L,0.5909,0.0088,0.0399,0.015,8.927005,0.5932684,3.3906455732349143,0.09213389401198802,0.08774597595040357,0.21529096183569973,0.12164062875781129,0.09455144330163429,1.353806557974789,0.09803750746684936,0.12320200098346112,3.480567428898312,0.1153126597314138,0.1210503583921918,3.3253411606147756,0.11176471861535386,0.11394497618608801,21.08468276422635,0.5729333500411329,0.545647142053415,1978.261112843686,7.201529879148666,0.47036503870515634,0.005963704095599653,0.07047776810260084,0.006493005399161117,1.0195369742456126,0.003943105794293356,1.2836889885469212,0.04658826167167329,0.8535998812690548,0.05712601943742723,,0,0.004100378171420436
58,11253226,6642,1.5951,76.858,77,0.026000000000000002,0.1,10.6,-0.08,0.1278,0.0055,0.0095,0.015,4.1734,1.4082,1.6145,1590.6,L,0.0639,0.0044,0.0209,0.012,8.360672000000001,0.55768776,2.5061812775630585,0.1311467722385724,0.12748982952618437,0.6627877290052817,0.09095262962327755,0.05647721819501428,0.8462607787986622,0.07820815860923114,0.11579450995851182,3.3607334877046062,0.4079264564745202,0.352367789131538,3.4439130971268352,0.32682222860977994,0.47577212991690576,17.686927773397862,0.9255449751637173,0.899736753625838,1590.2596433177396,6.155659907409472,0.47244506853536045,0.00802952687276115,0.07151751209591392,0.005793012971580219,0.9273796142701104,0.005819415473701017,1.31634617050675,0.04190552299475603,0.8425957177536358,0.04900000659956705,,2,0.004488888147303196
59,11772920,5180,10.665999999999999,157.746,180,0.032,0.18,55.1,-0.09,2.9704,0.0055,0.0399,0.012,4.5001,0.8287,0.8438,3674.7,L,2.7309,0.0077,0.0399,0.015,9.654076,0.97848034,0.3006221665799644,0.0368533860784091,0.03307305958550649,0.321757904267848,0.21346466293895416,0.21896394897296134,1.2432107868903977,0.24370945601528726,0.21907950505207485,0.32413952986167793,0.04140700306102002,0.04578983088502603,35.707073727486474,4.419819063522205,5.229405022388988,1.108823427358692,0.1359310869392093,0.12198762220378367,3671.871198898386,9.349252376427103,0.4844943516233783,0.0020550264520861616,0.05230806887535293,0.0015557880779408992,1.5178744805000013,0.0010223098751804827,1.2393582609369092,0.05446194786281544,0.6654805426219406,0.043735865574862975,,0,0.002928070470400233
60,12009504,6179,3.9746,88.21700000000001,77,0.026000000000000002,0.1,7.7,-0.08,0.4312,0.0066,0.0399,0.015,4.2108,1.1688,1.4016,1865.6,L,0.5749,0.0055,0.019,0.012,9.255096,0.6928663,1.1540515411425154,0.0352143660650841,0.034344129923823186,0.33962489811810537,0.12080325300867034,0.08897425932113595,1.2242782643607557,0.09642367211042924,0.12591137739360891,1.2284992463318192,0.06942679020674403,0.07335396013624829,9.421311497973408,0.5308513275583575,0.5643231475516455,7.070516919124001,0.21574753135627756,0.21041586362649056,1868.5990957248514,5.596215126060542,0.4592087576903488,0.004033136795837555,0.06856294709820873,0.0035584965315753198,1.2023105214501637,0.002398654814168344,1.303712820525374,0.03261581202817054,0.831069604085777,0.030762581700198632,,0,0.005806136556642227
61,12069127,6276,2.0103,48.4,77,0.048,0.1,10.1,0.08,0.1278,0.0055,0.019,0.021,3.9116,1.5678,2.2983,884.7,L,0.1118,0.0044,0.0304,0.021,10.62014,0.678072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,2,0.0022068628242178554
62,12069424,5825,6.6735,103.277,50,0.021,0.03,4.6,0.1,0.7666,0.0066,0.0209,0.012,4.2867,1.0491,1.2156,2188.5,L,0.8145,0.0066,0.019,0.012,5.80321,0.8201174999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty,2,0.006425685073293495
63,12069449,5750,7.3922,116.929,50,0.012,0.02,5.0,0.05,0.9103,0.0066,0.019,0.009000000000000001,4.3527,0.9883,1.0957,2561.3,L,0.8943,0.0055,0.0209,0.009000000000000001,6.0568113,0.83186626,0.24656499384944758,0.01436496604868151,0.012418983037220055,0.6644811463789052,0.03587472748811804,0.03274307541731747,0.8439970228893221,0.044718692261338955,0.04703926338308828,0.3314456481539003,0.021165790344467916,0.0170042125025871,34.91997598756086,1.7040807298251437,2.3820718387156745,1.1809321630047895,0.06880153651380883,0.059481178862799355,2549.2394936229043,9.124716771237217,0.47572877207738856,0.004170527883273656,0.05890360038920593,0.004036677924165552,1.4658368086817875,0.0029665831278222754,1.2070576538202797,0.0728307729022637,0.7164878684387073,0.05406579359470598,rhat_01,2,0.005622526134871561
64,12258514,5964,4.0544,74.79899999999999,77,0.016,0.1,3.3,0.0,0.1597,0.0044,0.0095,0.009000000000000001,4.1261,1.2581,1.6055,1512.7,L,0.1757,0.0033,0.0095,0.012,8.008107,0.74437475,0.39583167436220745,0.034736197357816745,0.03441500978139278,0.821733422510861,0.27690048115815946,0.05788299028934507,0.6063501660790933,0.11060904685672251,0.3882562808571963,0.7011955320597039,0.2622699060253215,0.1812629757013311,16.506200781122992,3.3904860217891866,9.862900177657778,2.77793912840003,0.2437779694300235,0.24152388115489476,1512.4832373550166,3.98222052628239,0.445048917290339,0.004451197004765095,0.06423750112564683,0.002746655853143695,1.283275668655948,0.002017457674398093,1.2802519839051787,0.02783823378591954,0.8182589368561117,0.025078133001159353,,0,0.005846505220616926
65,12317678,6580,2.4574,63.464,77,0.025,0.1,5.5,-0.28,0.1757,0.0077,0.0095,0.018000000000000002,4.048,1.3379,1.8154,1212.4,L,0.2236,0.0088,0.0399,0.018000000000000002,8.649486999999999,0.59700966,1.2960001728424588,0.1297637528171518,0.12560730616546922,0.8231826156135373,0.09173046963203602,0.043900235152758205,0.6038024727955931,0.08232248089600991,0.14654474403956463,2.3068757508344735,0.5327819935413292,0.4563160446804946,5.017207394713633,0.8285462626260935,1.5067285836843984,10.284407165603426,1.0297400396030127,0.9967565642734844,1216.9310047316953,4.3226614407158195,0.44025920620222836,0.0065163816924190265,0.07703938359377693,0.005521824918834503,0.9289679828829116,0.004302437293761119,1.3642104517860378,0.05415959895355593,0.9484212197600999,0.07083153798924835,,0,0.004390148106853944
66,3425851,6343,3.32,92.6,85,1.5,0.1,60.0,-0.04,0.64,0.008,0.049,0.018000000000000002,4.243,1.178,1.36,2038.0,K,0.85,0.008,0.049,0.015,10.550611,0.6510104999999999,1.4973876624570956,0.5853184031200788,0.3852037477532879,0.46511635288461783,0.31428887104439335,0.30058503652016777,1.0870302846677669,0.3883650576672629,0.3323607649834781,1.7273273839466063,0.6183312863488344,0.7896948824058558,6.700567699160229,2.102247488953723,3.7359653233155905,8.901742566619987,3.4796291399451365,2.289977862225932,2035.3510958931342,10.138441637239566,0.4602591405397587,0.007981525722779603,0.0773405853597526,0.007948302751609154,1.163715432806164,0.0038977778928781515,1.1306792076148136,0.07878292978074475,0.7322571327661128,0.0741148572786906,rhat_01,3,0.007102925808069633
