,KIC,n,l,Freq,e_Freq,E_Freq,Amp,e_Amp,E_Amp,Width,e_Width,E_Width,l_lnK,lnK,source,f,f_e,g,g_e,A,A_e,H,H_e,flag
1722,9139151,22,2,2844.52,0.32,0.31,,,,,,,>,6.0,L,2844.545952499826,0.19625270042838305,1.803332346735214,0.586111409478352,2.1490264425072034,0.1372745052381754,1.6151445565522717,0.4687547238247983,
1723,9139151,23,0,2854.92,0.15,0.16,2.68,0.09,0.09,2.37,0.23,0.33,>,6.0,L,2854.910472282599,0.10621237415630796,2.757267094392349,0.40104970945978635,2.767193493019758,0.1291691560638992,1.7603754659663609,0.24053667996527572,
1724,9139151,23,1,2909.77,0.17,0.19,,,,,,,>,6.0,L,2909.8300869968994,0.12143635068627252,3.059057044709024,0.35072038007704176,3.5665050851155,0.11317797357876008,2.6425515336311567,0.3099453563813676,
1725,9139151,23,2,2962.94,0.54,0.48,,,,,,,>,6.0,L,2962.963340665824,0.3543786864053141,2.741404635899478,0.7239165508067956,2.12360520046831,0.1488920750247664,1.043512433921359,0.2517095420606457,
1726,9139151,24,0,2972.46,0.24,0.22,2.43,0.1,0.08,3.55,0.54,0.36,>,6.0,L,2972.498184889909,0.14591619448328075,2.713167198006377,0.5577096247752008,2.250769603728673,0.14642386042365874,1.190185185714182,0.21187283897084522,
1727,9139151,24,1,3028.03,0.26,0.23,,,,,,,>,6.0,L,3028.082697704571,0.17300030077022097,3.287288591532133,0.4981722172016791,2.8823775284360185,0.12640530511506262,1.6053607201468356,0.23263937187395814,
1728,9139151,24,2,3080.3,1.32,1.29,,,,,,,,2.64,L,3080.7096419766576,1.120479726389779,3.8100254393935087,1.3819479728123134,1.5888308207523758,0.24071153688987906,0.4358621095589413,0.16718270338006513,
1729,9139151,25,0,3089.71,0.44,0.48,1.93,0.09,0.11,4.75,0.54,0.74,>,6.0,L,3089.7135109439128,0.2964434186532406,4.251794326522766,0.9487500210231592,2.1114649150460205,0.19491689616878832,0.6672534968277317,0.11788640389603265,
1730,9139151,25,1,3146.23,0.42,0.4,,,,,,,>,6.0,L,3146.3718520429893,0.2666383775357812,3.8349236754532754,0.7894301919089127,2.329765900198133,0.14320187453756505,0.9022788919059398,0.1629652917251268,
1731,9139151,25,2,3198.47,1.4,1.5,,,,,,,,1.06,L,3199.9107664279754,0.6201416462561261,1.5151745686173221,1.3212638339318887,1.2388521812431035,0.20498797569103813,0.6274157194083249,0.5729475582383043,
1732,9139151,26,0,3208.53,1.22,0.98,1.75,0.08,0.09,5.54,0.68,0.77,,3.69,L,3207.6742934425674,0.6636324677134436,3.921737315399737,1.2043641875241358,1.4467019883600436,0.21951458760737708,0.3377733996584171,0.09471072105418471,
