,KIC,n,l,Freq,e_Freq,E_Freq,Amp,e_Amp,E_Amp,Width,e_Width,E_Width,l_lnK,lnK,source
2792,12317678,11,1,791.58,0.25,0.23,,,,,,,>,6.0,L
2793,12317678,11,2,821.89,0.85,0.91,,,,,,,,2.06,L
2794,12317678,12,0,826.03,0.33,0.36,2.78,0.12,0.16,4.23,0.86,0.74,>,6.0,L
2795,12317678,12,1,853.05,0.24,0.26,,,,,,,>,6.0,L
2796,12317678,12,2,882.9,0.92,0.9,,,,,,,>,6.0,L
2797,12317678,13,0,885.85,0.43,0.54,3.43,0.12,0.16,5.77,0.8,0.6,>,6.0,L
2798,12317678,13,1,913.08,0.23,0.23,,,,,,,>,6.0,L
2799,12317678,13,2,942.71,0.86,0.84,,,,,,,,3.47,L
2800,12317678,14,0,947.46,0.33,0.35,3.9,0.2,0.1,5.75,0.54,0.7,>,6.0,L
2801,12317678,14,1,974.97,0.2,0.19,,,,,,,>,6.0,L
2802,12317678,14,2,1004.42,0.46,0.43,,,,,,,>,6.0,L
2803,12317678,15,0,1010.17,0.26,0.27,3.96,0.16,0.16,4.13,0.48,0.53,>,6.0,L
2804,12317678,15,1,1038.02,0.17,0.18,,,,,,,>,6.0,L
2805,12317678,15,2,1069.44,0.68,0.65,,,,,,,>,6.0,L
2806,12317678,16,0,1074.06,0.28,0.31,4.18,0.17,0.14,5.58,0.39,0.56,>,6.0,L
2807,12317678,16,1,1101.87,0.17,0.16,,,,,,,>,6.0,L
2808,12317678,16,2,1132.62,0.35,0.32,,,,,,,>,6.0,L
2809,12317678,17,0,1138.31,0.21,0.2,4.52,0.14,0.2,4.0,0.41,0.44,>,6.0,L
2810,12317678,17,1,1166.53,0.16,0.16,,,,,,,>,6.0,L
2811,12317678,17,2,1197.33,0.47,0.43,,,,,,,>,6.0,L
2812,12317678,18,0,1202.68,0.28,0.33,4.81,0.15,0.18,5.88,0.47,0.48,>,6.0,L
2813,12317678,18,1,1230.6,0.16,0.17,,,,,,,>,6.0,L
2814,12317678,18,2,1261.17,0.46,0.48,,,,,,,>,6.0,L
2815,12317678,19,0,1265.73,0.3,0.27,4.78,0.18,0.14,5.49,0.39,0.56,>,6.0,L
2816,12317678,19,1,1293.21,0.18,0.19,,,,,,,>,6.0,L
2817,12317678,19,2,1323.23,0.47,0.49,,,,,,,>,6.0,L
2818,12317678,20,0,1328.7,0.31,0.32,4.74,0.19,0.13,6.12,0.51,0.43,>,6.0,L
2819,12317678,20,1,1356.63,0.19,0.21,,,,,,,>,6.0,L
2820,12317678,20,2,1387.25,0.55,0.56,,,,,,,>,6.0,L
2821,12317678,21,0,1392.68,0.33,0.38,4.15,0.17,0.13,6.59,0.49,0.62,>,6.0,L
2822,12317678,21,1,1420.45,0.26,0.27,,,,,,,>,6.0,L
2823,12317678,21,2,1452.03,0.98,0.87,,,,,,,>,6.0,L
2824,12317678,22,0,1455.12,0.65,0.7,3.6,0.1,0.17,8.64,0.75,0.72,>,6.0,L
2825,12317678,22,1,1484.28,0.34,0.34,,,,,,,>,6.0,L
2826,12317678,22,2,1516.1,0.88,0.77,,,,,,,>,6.0,L
2827,12317678,23,0,1520.22,0.48,0.57,3.25,0.15,0.12,6.82,0.79,0.73,>,6.0,L
2828,12317678,23,1,1549.62,0.32,0.31,,,,,,,>,6.0,L
2829,12317678,23,2,1580.25,0.58,0.62,,,,,,,,2.67,L
2830,12317678,24,0,1586.81,0.76,0.86,2.59,0.15,0.11,6.59,0.65,1.31,,4.91,L
2831,12317678,24,1,1614.25,0.46,0.48,,,,,,,>,6.0,L
2832,12317678,24,2,1646.86,1.2,1.39,,,,,,,,0.52,L
2833,12317678,25,0,1650.17,1.08,0.97,2.35,0.13,0.12,8.74,0.94,1.68,,5.11,L
2834,12317678,25,1,1679.74,0.7,0.79,,,,,,,,4.89,L
2835,12317678,25,2,1711.56,1.3,1.22,,,,,,,>,6.0,L
2836,12317678,26,0,1714.56,1.18,1.12,1.79,0.13,0.12,7.45,1.43,1.73,,4.66,L
2837,12317678,26,1,1746.19,0.81,0.74,,,,,,,,4.02,L
2838,12317678,26,2,1777.79,1.48,1.52,,,,,,,>,6.0,L
2839,12317678,27,0,1780.88,1.14,1.01,1.75,0.18,0.09,8.7,1.74,1.71,,4.43,L
2840,12317678,27,1,1811.6,1.96,1.63,,,,,,,,1.53,L
2841,12317678,27,2,1842.59,1.65,1.88,,,,,,,>,6.0,L
2842,12317678,28,0,1845.47,1.11,1.36,1.09,0.2,0.12,4.98,1.82,2.91,,3.12,L
2843,Sun,15,1,2291.98,0.04,0.04,,,,,,,>,6.0,L
2844,Sun,15,2,2352.13,0.18,0.18,,,,,,,,0.2,L
2845,Sun,16,0,2362.81,0.08,0.09,1.21,0.11,0.09,0.39,0.1,0.12,>,6.0,L
2846,Sun,16,1,2425.51,0.07,0.07,,,,,,,>,6.0,L
2847,Sun,16,2,2485.66,0.18,0.21,,,,,,,>,6.0,L
2848,Sun,17,0,2496.34,0.1,0.09,1.79,0.11,0.12,0.81,0.18,0.17,>,6.0,L
2849,Sun,17,1,2559.1,0.1,0.13,,,,,,,>,6.0,L
2850,Sun,17,2,2619.55,0.13,0.14,,,,,,,>,6.0,L
2851,Sun,18,0,2629.93,0.08,0.08,1.86,0.13,0.1,0.71,0.15,0.19,>,6.0,L
2852,Sun,18,1,2693.48,0.08,0.09,,,,,,,>,6.0,L
2853,Sun,18,2,2754.52,0.22,0.2,,,,,,,>,6.0,L
2854,Sun,19,0,2764.41,0.1,0.1,2.54,0.11,0.14,1.28,0.25,0.12,>,6.0,L
2855,Sun,19,1,2828.25,0.08,0.07,,,,,,,>,6.0,L
2856,Sun,19,2,2889.69,0.15,0.14,,,,,,,>,6.0,L
2857,Sun,20,0,2899.07,0.06,0.05,2.66,0.11,0.13,0.55,0.07,0.12,>,6.0,L
2858,Sun,20,1,2963.32,0.05,0.06,,,,,,,>,6.0,L
2859,Sun,20,2,3024.69,0.09,0.09,,,,,,,>,6.0,L
2860,Sun,21,0,3033.77,0.07,0.06,3.29,0.11,0.15,0.87,0.14,0.12,>,6.0,L
2861,Sun,20,3,3082.18,0.61,0.47,,,,,,,>,6.0,L
2862,Sun,21,1,3098.09,0.07,0.07,,,,,,,>,6.0,L
2863,Sun,21,2,3159.8,0.12,0.1,,,,,,,>,6.0,L
2864,Sun,22,0,3168.5,0.07,0.06,3.42,0.13,0.12,1.08,0.12,0.13,>,6.0,L
2865,Sun,21,3,3217.96,0.33,0.36,,,,,,,,1.41,L
2866,Sun,22,1,3233.21,0.1,0.1,,,,,,,>,6.0,L
2867,Sun,22,2,3295.11,0.11,0.11,,,,,,,>,6.0,L
2868,Sun,23,0,3303.62,0.09,0.1,2.79,0.08,0.14,1.31,0.12,0.18,>,6.0,L
2869,Sun,23,1,3368.69,0.13,0.11,,,,,,,>,6.0,L
2870,Sun,23,2,3430.6,0.27,0.31,,,,,,,>,6.0,L
2871,Sun,24,0,3439.12,0.17,0.18,2.11,0.12,0.1,1.71,0.26,0.26,>,6.0,L
2872,Sun,24,1,3504.17,0.18,0.16,,,,,,,>,6.0,L
2873,Sun,24,2,3566.98,0.33,0.32,,,,,,,>,6.0,L
2874,Sun,25,0,3575.2,0.37,0.43,1.9,0.11,0.14,3.23,0.56,0.57,>,6.0,L
2875,Sun,25,1,3640.74,0.23,0.26,,,,,,,>,6.0,L
2876,Sun,25,2,3703.44,0.3,0.31,,,,,,,,-0.07,L
2877,Sun,26,0,3710.28,1.06,1.06,1.29,0.21,0.11,5.62,1.92,1.83,>,6.0,L
2878,Sun,26,1,3777.34,0.27,0.26,,,,,,,,1.84,L
2879,Sun,26,2,3840.02,0.37,0.39,,,,,,,,0.9,L
2880,Sun,27,0,3850.83,0.64,1.42,1.14,0.12,0.14,4.07,1.35,1.66,,3.14,L
2881,Sun,27,1,3913.77,0.3,0.34,,,,,,,>,6.0,L
2882,3425851,12,1,1269.15197,1.00798664872,,,,,,,,,,K
2883,3425851,13,1,1359.1459,0.73940124922,,,,,,,,,,K
2884,3425851,14,1,1449.83858,0.778688185157,,,,,,,,,,K
2885,3425851,15,1,1543.243905,0.9355550598960001,,,,,,,,,,K
2886,3425851,16,0,1591.464105,0.443073397616,,,,,,,,,,K
2887,3425851,16,1,1636.18665,0.551909433719,,,,,,,,,,K
2888,3425851,16,2,1677.90903,0.8609306475190001,,,,,,,,,,K
2889,3425851,17,0,1685.4345649999998,0.631860130491,,,,,,,,,,K
2890,3425851,17,1,1724.59483,0.655533971168,,,,,,,,,,K
2891,3425851,17,2,1768.01503,0.871861782766,,,,,,,,,,K
2892,3425851,18,0,1775.08007,0.444666039162,,,,,,,,,,K
2893,3425851,18,1,1817.7445300000002,0.592773740786,,,,,,,,,,K
2894,3425851,18,2,1859.55823,0.869823880996,,,,,,,,,,K
2895,3425851,19,0,1867.4648149999998,0.62051500225,,,,,,,,,,K
2896,3425851,19,1,1908.3404699999999,0.6989848137899999,,,,,,,,,,K
2897,3425851,20,0,1959.84841,0.610263725644,,,,,,,,,,K
2898,3425851,20,1,1999.73071,0.657670971737,,,,,,,,,,K
2899,3425851,20,2,2045.6849949999998,0.9749561626980001,,,,,,,,,,K
2900,3425851,21,0,2051.33201,0.789992983071,,,,,,,,,,K
2901,3425851,21,1,2095.42924,0.839741519717,,,,,,,,,,K
2902,3425851,22,0,2145.72367,0.802974395435,,,,,,,,,,K
2903,3425851,22,1,2190.19318,0.838406876764,,,,,,,,,,K
2904,3425851,23,1,2283.8863699999997,0.8472570708310001,,,,,,,,,,K
2905,3425851,24,1,2373.9888300000002,0.794582982933,,,,,,,,,,K
2906,3425851,25,1,2467.9865600000003,0.92074283119,,,,,,,,,,K
2907,3425851,26,1,2563.39579,0.862207592226,,,,,,,,,,K
2908,3544595,15,0,2266.6466100000002,1.78398773792,,,,,,,,,,K
2909,3544595,15,1,2335.79387,1.5014451503900001,,,,,,,,,,K
2910,3544595,16,0,2412.81381,0.526551380183,,,,,,,,,,K
2911,3544595,16,1,2481.48168,0.5240196571360001,,,,,,,,,,K
2912,3544595,17,0,2558.34464,1.79181471007,,,,,,,,,,K
2913,3544595,17,1,2625.64063,1.30546027676,,,,,,,,,,K
2914,3544595,18,0,2701.8957,0.187095221864,,,,,,,,,,K
2915,3544595,18,1,2770.65314,0.183931195337,,,,,,,,,,K
2916,3544595,18,2,2836.76991,1.05033493125,,,,,,,,,,K
2917,3544595,19,0,2846.59121,0.138723524615,,,,,,,,,,K
2918,3544595,19,1,2916.14873,0.12447936343,,,,,,,,,,K
2919,3544595,19,2,2982.3461,0.448963398057,,,,,,,,,,K
2920,3544595,20,0,2992.054185,0.10549137652999999,,,,,,,,,,K
2921,3544595,20,1,3061.63852,0.0882861167382,,,,,,,,,,K
2922,3544595,20,2,3129.13391,0.288113667502,,,,,,,,,,K
2923,3544595,21,0,3137.68577,0.11764518781099999,,,,,,,,,,K
2924,3544595,21,1,3207.459705,0.09277234376839999,,,,,,,,,,K
2925,3544595,21,2,3274.19627,0.477567848621,,,,,,,,,,K
2926,3544595,22,0,3283.17627,0.0923894027395,,,,,,,,,,K
2927,3544595,22,1,3353.4325,0.11536394591700001,,,,,,,,,,K
2928,3544595,22,2,3420.75392,0.451498715317,,,,,,,,,,K
2929,3544595,23,0,3428.9353899999996,0.127481415856,,,,,,,,,,K
2930,3544595,23,1,3499.466,0.152523315237,,,,,,,,,,K
2931,3544595,23,2,3568.74304,1.7957690170400002,,,,,,,,,,K
2932,3544595,24,0,3575.44066,0.244250927126,,,,,,,,,,K
2933,3544595,24,1,3645.93845,0.293440818128,,,,,,,,,,K
2934,3544595,24,2,3715.8009049999996,2.78021508891,,,,,,,,,,K
2935,3544595,25,0,3724.5832100000002,1.3788808041799998,,,,,,,,,,K
2936,3544595,25,1,3792.6692399999997,0.480197012346,,,,,,,,,,K
2937,3544595,25,2,3861.6626899999997,3.85364623811,,,,,,,,,,K
2938,3544595,26,0,3869.63662,2.5192794654900004,,,,,,,,,,K
2939,3544595,26,1,3938.49407,0.530732538726,,,,,,,,,,K
2940,4141376,17,0,2361.689665,0.8208422192010001,,,,,,,,,,K
2941,4141376,17,1,2422.39705,0.702808907719,,,,,,,,,,K
2942,4141376,18,0,2489.58732,0.528056644253,,,,,,,,,,K
2943,4141376,18,1,2549.66547,0.7400965071660001,,,,,,,,,,K
2944,4141376,19,0,2618.6838399999997,0.571783711138,,,,,,,,,,K
2945,4141376,19,1,2678.80261,0.6049895354129999,,,,,,,,,,K
2946,4141376,19,2,2736.4853350000003,0.6941006982600001,,,,,,,,,,K
2947,4141376,20,0,2746.62498,0.19853194549699998,,,,,,,,,,K
2948,4141376,20,1,2807.2780399999997,0.40800157219300004,,,,,,,,,,K
2949,4141376,20,2,2865.46336,0.919564275473,,,,,,,,,,K
2950,4141376,21,0,2875.2226600000004,0.21925497523600002,,,,,,,,,,K
2951,4141376,21,1,2935.7009,0.28462869928199996,,,,,,,,,,K
2952,4141376,21,2,2992.344365,0.941024806092,,,,,,,,,,K
2953,4141376,22,0,3003.20428,0.37781291112899995,,,,,,,,,,K
2954,4141376,22,1,3064.6646149999997,0.435694161127,,,,,,,,,,K
2955,4141376,22,2,3123.122585,0.9181649381579999,,,,,,,,,,K
2956,4141376,23,0,3131.42931,0.779036609071,,,,,,,,,,K
2957,4141376,23,1,3194.27895,0.961915140144,,,,,,,,,,K
2958,4141376,24,1,3323.57855,0.9417897578929999,,,,,,,,,,K
2959,4143755,13,1,1078.06357,0.7294300047869999,,,,,,,,,,K
2960,4143755,14,1,1152.28643,0.174806917418,,,,,,,,,,K
2961,4143755,14,2,1189.20629,0.629107546696,,,,,,,,,,K
2962,4143755,15,0,1195.80655,0.556852161519,,,,,,,,,,K
2963,4143755,15,1,1228.12241,0.286971887429,,,,,,,,,,K
2964,4143755,15,2,1266.36121,0.233444960595,,,,,,,,,,K
2965,4143755,16,0,1272.66704,0.1728874917,,,,,,,,,,K
2966,4143755,16,1,1305.05597,0.117820556293,,,,,,,,,,K
2967,4143755,16,2,1343.34116,0.163959731748,,,,,,,,,,K
2968,4143755,17,0,1349.9868800000002,0.125121715021,,,,,,,,,,K
2969,4143755,17,1,1382.36814,0.133895314564,,,,,,,,,,K
2970,4143755,17,2,1420.97571,0.24725190425000002,,,,,,,,,,K
2971,4143755,18,0,1427.3407550000002,0.130137088202,,,,,,,,,,K
2972,4143755,18,1,1459.11033,0.108959170327,,,,,,,,,,K
2973,4143755,18,2,1497.9328699999999,0.215314084863,,,,,,,,,,K
2974,4143755,19,0,1504.650255,0.115428185834,,,,,,,,,,K
2975,4143755,19,1,1536.65022,0.13880062455199998,,,,,,,,,,K
2976,4143755,19,2,1578.41752,0.39665481714,,,,,,,,,,K
2977,4143755,20,0,1582.67918,0.24324530240699999,,,,,,,,,,K
2978,4143755,20,1,1614.53991,0.246718215432,,,,,,,,,,K
2979,4349452,15,0,1497.09934,1.3397707189599999,,,,,,,,,,K
2980,4349452,16,0,1594.23978,1.0908855311799999,,,,,,,,,,K
2981,4349452,16,1,1641.13543,1.74648565308,,,,,,,,,,K
2982,4349452,17,0,1691.5889899999997,0.661170564082,,,,,,,,,,K
2983,4349452,17,1,1736.9317800000001,0.8057915490809999,,,,,,,,,,K
2984,4349452,17,2,1779.7955350000002,1.13347999244,,,,,,,,,,K
2985,4349452,18,0,1788.0297600000001,0.789870765922,,,,,,,,,,K
2986,4349452,18,1,1832.7600699999998,0.4144847735,,,,,,,,,,K
2987,4349452,18,2,1875.7196800000002,0.9797773428919999,,,,,,,,,,K
2988,4349452,19,0,1884.5408899999998,0.5236250781530001,,,,,,,,,,K
2989,4349452,19,1,1929.37484,0.563662534126,,,,,,,,,,K
2990,4349452,19,2,1972.1227199999998,0.457443097232,,,,,,,,,,K
2991,4349452,20,0,1981.2042149999997,0.183489326514,,,,,,,,,,K
2992,4349452,20,1,2027.13662,0.47472260063999994,,,,,,,,,,K
2993,4349452,20,2,2071.34359,1.21340383457,,,,,,,,,,K
2994,4349452,21,0,2079.80497,0.557896669969,,,,,,,,,,K
2995,4349452,21,1,2125.41658,0.46003006853999995,,,,,,,,,,K
2996,4349452,21,2,2170.27025,1.08451998986,,,,,,,,,,K
2997,4349452,22,0,2178.3330300000002,0.560009286902,,,,,,,,,,K
2998,4349452,22,1,2224.83685,0.7227304237350001,,,,,,,,,,K
2999,4349452,22,2,2270.2888,1.21142318751,,,,,,,,,,K
3000,4349452,23,0,2277.1958,0.44429831434100003,,,,,,,,,,K
3001,4349452,23,1,2322.98081,0.6849477715569999,,,,,,,,,,K
3002,4349452,23,2,2369.11163,1.02107969609,,,,,,,,,,K
3003,4349452,24,0,2375.85689,0.6270158614010001,,,,,,,,,,K
3004,4349452,24,1,2421.25214,0.618738777279,,,,,,,,,,K
3005,4349452,24,2,2466.63219,1.11529490874,,,,,,,,,,K
3006,4349452,25,0,2472.92054,0.515326928743,,,,,,,,,,K
3007,4349452,25,1,2520.718875,0.560043648685,,,,,,,,,,K
3008,4349452,26,0,2568.4021399999997,1.44833960841,,,,,,,,,,K
3009,4349452,26,1,2621.24635,1.06376783445,,,,,,,,,,K
3010,4914423,13,1,1212.5118400000001,0.821048537965,,,,,,,,,,K
3011,4914423,14,1,1292.04915,0.658887384874,,,,,,,,,,K
3012,4914423,15,1,1372.45164,0.80497626839,,,,,,,,,,K
3013,4914423,15,2,1412.1051699999998,0.8982006669850001,,,,,,,,,,K
3014,4914423,16,0,1417.6899449999999,0.326400106661,,,,,,,,,,K
3015,4914423,16,1,1453.4942,0.268626635944,,,,,,,,,,K
3016,4914423,16,2,1494.00722,0.751314532642,,,,,,,,,,K
3017,4914423,17,0,1499.6516900000001,0.44528349659999994,,,,,,,,,,K
3018,4914423,17,1,1535.58006,0.38356402691299996,,,,,,,,,,K
3019,4914423,17,2,1575.49057,0.6089778014399999,,,,,,,,,,K
3020,4914423,18,0,1581.139835,0.256882103175,,,,,,,,,,K
3021,4914423,18,1,1617.6767300000001,0.221430431373,,,,,,,,,,K
3022,4914423,18,2,1658.167475,0.7002242587849999,,,,,,,,,,K
3023,4914423,19,0,1663.66736,0.35098273126100005,,,,,,,,,,K
3024,4914423,19,1,1699.3282399999998,0.30462556190699996,,,,,,,,,,K
3025,4914423,19,2,1739.5766199999998,0.8017887880760001,,,,,,,,,,K
3026,4914423,20,0,1745.53503,0.711422331934,,,,,,,,,,K
3027,4914423,20,1,1782.11445,0.785830322713,,,,,,,,,,K
3028,4914423,20,2,1822.294395,0.939830831814,,,,,,,,,,K
3029,4914423,21,0,1827.26955,0.7787363367810001,,,,,,,,,,K
3030,4914423,21,1,1863.67541,0.825681749481,,,,,,,,,,K
3031,5094751,12,0,1206.965535,0.705498779694,,,,,,,,,,K
3032,5094751,13,0,1300.352895,0.710445019853,,,,,,,,,,K
3033,5094751,14,0,1393.4544449999999,0.802249588064,,,,,,,,,,K
3034,5094751,14,1,1433.00571,0.48071623929799995,,,,,,,,,,K
3035,5094751,15,0,1482.3652,0.544293967004,,,,,,,,,,K
3036,5094751,15,1,1521.9972599999999,0.731578523362,,,,,,,,,,K
3037,5094751,16,0,1571.321465,0.715723635749,,,,,,,,,,K
3038,5094751,16,1,1610.43617,0.529967729958,,,,,,,,,,K
3039,5094751,17,0,1661.30092,0.360493520389,,,,,,,,,,K
3040,5094751,17,1,1702.6309399999998,0.33370779317899996,,,,,,,,,,K
3041,5094751,17,2,1745.4764699999998,0.413308552522,,,,,,,,,,K
3042,5094751,18,0,1751.951625,0.620614556495,,,,,,,,,,K
3043,5094751,18,1,1792.863445,0.213605960613,,,,,,,,,,K
3044,5094751,18,2,1837.2728350000002,0.282462968882,,,,,,,,,,K
3045,5094751,19,0,1843.2311300000001,0.20830849230300003,,,,,,,,,,K
3046,5094751,19,1,1883.6484,0.262226031062,,,,,,,,,,K
3047,5094751,19,2,1927.4601699999998,1.19666185075,,,,,,,,,,K
3048,5094751,20,0,1932.8836,0.536168224537,,,,,,,,,,K
3049,5094751,20,1,1974.0619100000001,0.47121348599699997,,,,,,,,,,K
3050,5094751,20,2,2018.1192399999998,0.8351577767589999,,,,,,,,,,K
3051,5094751,21,0,2023.7599100000002,0.704259256124,,,,,,,,,,K
3052,5094751,21,1,2064.764125,0.479599226417,,,,,,,,,,K
3053,5094751,22,0,2113.335935,0.790916694289,,,,,,,,,,K
3054,5094751,23,0,2203.03548,0.718187274658,,,,,,,,,,K
3055,5866724,12,1,1145.05671,1.73828050354,,,,,,,,,,K
3056,5866724,13,1,1232.2622199999998,1.34232826462,,,,,,,,,,K
3057,5866724,14,0,1277.811425,0.539248560831,,,,,,,,,,K
3058,5866724,14,1,1318.57497,0.521322456038,,,,,,,,,,K
3059,5866724,15,0,1367.5825300000001,1.5175560106000001,,,,,,,,,,K
3060,5866724,15,1,1406.9055,1.09812794759,,,,,,,,,,K
3061,5866724,16,0,1456.81944,0.502495777142,,,,,,,,,,K
3062,5866724,16,1,1496.6194,0.8612300747730001,,,,,,,,,,K
3063,5866724,17,0,1545.46604,0.845671874939,,,,,,,,,,K
3064,5866724,17,1,1587.12922,0.467132979865,,,,,,,,,,K
3065,5866724,18,0,1633.511765,0.39962136034199996,,,,,,,,,,K
3066,5866724,18,1,1674.16222,0.310734516021,,,,,,,,,,K
3067,5866724,18,2,1714.94717,0.415996967185,,,,,,,,,,K
3068,5866724,19,0,1721.55324,0.232112367862,,,,,,,,,,K
3069,5866724,19,1,1763.0565,0.245340664466,,,,,,,,,,K
3070,5866724,19,2,1804.4966399999998,0.722775140344,,,,,,,,,,K
3071,5866724,20,0,1811.32201,0.228294995641,,,,,,,,,,K
3072,5866724,20,1,1853.0212199999999,0.20367125225699997,,,,,,,,,,K
3073,5866724,20,2,1893.37613,0.7247686689480001,,,,,,,,,,K
3074,5866724,21,0,1901.30468,0.272543106564,,,,,,,,,,K
3075,5866724,21,1,1943.0548,0.266785734393,,,,,,,,,,K
3076,5866724,21,2,1984.20323,0.7386041906649999,,,,,,,,,,K
3077,5866724,22,0,1991.77289,0.421700112649,,,,,,,,,,K
3078,5866724,22,1,2034.03885,0.283687729264,,,,,,,,,,K
3079,5866724,22,2,2074.21003,1.02193681932,,,,,,,,,,K
3080,5866724,23,0,2082.67871,0.608620667999,,,,,,,,,,K
3081,5866724,23,1,2123.61843,0.655965915773,,,,,,,,,,K
3082,5866724,23,2,2164.637755,1.31140241205,,,,,,,,,,K
3083,5866724,24,0,2172.57236,0.80650313704,,,,,,,,,,K
3084,5866724,24,1,2215.56959,0.874670997684,,,,,,,,,,K
3085,5866724,25,0,2261.4051,0.8209075816779999,,,,,,,,,,K
3086,5866724,25,1,2306.1401100000003,0.9572052892149999,,,,,,,,,,K
3087,5866724,26,0,2350.94477,2.69169758692,,,,,,,,,,K
3088,6196457,14,0,1020.57959,0.938331443197,,,,,,,,,,K
3089,6196457,14,1,1049.78187,0.7037662006659999,,,,,,,,,,K
3090,6196457,15,0,1086.2403199999999,0.8561933215809999,,,,,,,,,,K
3091,6196457,15,1,1114.6101800000001,0.734031383967,,,,,,,,,,K
3092,6196457,16,0,1152.0543,0.7631289085609999,,,,,,,,,,K
3093,6196457,16,1,1180.7542,0.712823928716,,,,,,,,,,K
3094,6196457,17,0,1219.0378,0.157411658894,,,,,,,,,,K
3095,6196457,17,1,1248.326,0.16917444383000002,,,,,,,,,,K
3096,6196457,17,2,1277.0842699999998,0.6906104378360001,,,,,,,,,,K
3097,6196457,18,0,1286.41375,0.760382432828,,,,,,,,,,K
3098,6196457,18,1,1315.36653,0.288773503075,,,,,,,,,,K
3099,6196457,18,2,1347.80251,0.683208595082,,,,,,,,,,K
3100,6196457,19,0,1353.10533,0.46938006961199996,,,,,,,,,,K
3101,6196457,19,1,1382.45677,0.43960960960900003,,,,,,,,,,K
3102,6196457,20,0,1418.8232699999999,0.665228300578,,,,,,,,,,K
3103,6196457,20,1,1449.5542,0.586561458419,,,,,,,,,,K
3104,6196457,21,0,1488.136475,1.0007739532200002,,,,,,,,,,K
3105,6196457,21,1,1517.37119,0.896723773437,,,,,,,,,,K
3106,6196457,22,1,1584.81514,0.805574087331,,,,,,,,,,K
3107,6196457,23,0,1620.41959,0.736520805628,,,,,,,,,,K
3108,6196457,23,1,1651.6467599999999,0.567822216102,,,,,,,,,,K
3109,6196457,25,0,1753.16713,0.767816562791,,,,,,,,,,K
3110,6278762,16,1,3233.26218,0.698548460194,,,,,,,,,,K
3111,6278762,17,1,3411.6986799999995,0.5201098160600001,,,,,,,,,,K
3112,6278762,17,2,3493.67154,1.02513616179,,,,,,,,,,K
3113,6278762,18,0,3504.5696799999996,0.339930289932,,,,,,,,,,K
3114,6278762,18,1,3590.66841,0.882237712111,,,,,,,,,,K
3115,6278762,18,2,3672.7133,0.48250196702500003,,,,,,,,,,K
3116,6278762,19,0,3683.11625,0.14352511444,,,,,,,,,,K
3117,6278762,19,1,3769.6747149999997,0.254133031905,,,,,,,,,,K
3118,6278762,19,2,3852.44864,0.30686532864,,,,,,,,,,K
3119,6278762,20,0,3861.49583,0.31806750996100003,,,,,,,,,,K
3120,6278762,20,1,3948.73367,0.129722389144,,,,,,,,,,K
3121,6278762,20,2,4032.0710299999996,0.265062749228,,,,,,,,,,K
3122,6278762,21,0,4041.2548899999997,0.14567980352,,,,,,,,,,K
3123,6278762,21,1,4127.620470000001,0.0902417670445,,,,,,,,,,K
3124,6278762,21,2,4212.03734,0.753057548363,,,,,,,,,,K
3125,6278762,22,0,4220.76057,0.605998769289,,,,,,,,,,K
3126,6278762,22,1,4308.32558,0.24165904944699998,,,,,,,,,,K
3127,6278762,22,2,4391.4687,0.796634128807,,,,,,,,,,K
3128,6278762,23,0,4400.74075,0.253820234353,,,,,,,,,,K
3129,6278762,23,1,4487.88769,0.356574002869,,,,,,,,,,K
3130,6278762,23,2,4572.46653,0.679360279737,,,,,,,,,,K
3131,6278762,24,0,4580.84393,0.313652251132,,,,,,,,,,K
3132,6278762,24,1,4668.66792,0.486890759945,,,,,,,,,,K
3133,6278762,24,2,4752.42998,0.820467992234,,,,,,,,,,K
3134,6278762,25,0,4762.1984299999995,0.9863879137029999,,,,,,,,,,K
3135,6278762,25,1,4849.51175,0.37835691466300003,,,,,,,,,,K
3136,6278762,25,2,4932.39661,0.908112395363,,,,,,,,,,K
3137,6278762,26,0,4942.24533,0.531533381778,,,,,,,,,,K
3138,6278762,26,1,5029.487065,1.0479200256,,,,,,,,,,K
3139,6278762,27,0,5123.4838549999995,0.9192758218160001,,,,,,,,,,K
3140,6278762,27,1,5211.57195,1.04649088565,,,,,,,,,,K
3141,6278762,28,0,5305.62011,0.971824973897,,,,,,,,,,K
3142,6278762,28,1,5393.2435,0.8523492637800001,,,,,,,,,,K
3143,6278762,29,0,5488.78675,1.0447838143600001,,,,,,,,,,K
3144,6278762,29,1,5576.51419,0.907386534082,,,,,,,,,,K
3145,6278762,30,1,5760.76755,0.767843728193,,,,,,,,,,K
3146,6278762,31,1,5944.73606,0.9343240242649999,,,,,,,,,,K
3147,6521045,12,0,955.185642,0.315155260215,,,,,,,,,,K
3148,6521045,13,0,1032.0416050000001,0.298147068516,,,,,,,,,,K
3149,6521045,13,1,1064.337125,0.362833480632,,,,,,,,,,K
3150,6521045,13,2,1103.30873,0.747197284241,,,,,,,,,,K
3151,6521045,14,0,1108.30182,0.335582642731,,,,,,,,,,K
3152,6521045,14,1,1141.15894,0.305885482412,,,,,,,,,,K
3153,6521045,14,2,1178.4606,0.279507136107,,,,,,,,,,K
3154,6521045,15,0,1183.93745,0.196181451843,,,,,,,,,,K
3155,6521045,15,1,1216.3796,0.163494161099,,,,,,,,,,K
3156,6521045,15,2,1254.63481,0.37506268146399996,,,,,,,,,,K
