,KIC,n,l,Freq,e_Freq,E_Freq,Amp,e_Amp,E_Amp,Width,e_Width,E_Width,l_lnK,lnK,source
897,7206837,14,2,1269.5,1.8,2.16,,,,,,,,0.16,L
898,7206837,15,0,1273.05,0.61,0.56,2.65,0.21,0.24,5.04,1.56,1.01,>,6.0,L
899,7206837,15,1,1310.4,0.43,0.47,,,,,,,>,6.0,L
900,7206837,15,2,1345.58,1.42,1.58,,,,,,,,1.07,L
901,7206837,16,0,1353.44,0.44,0.41,3.19,0.21,0.18,5.21,0.88,1.08,>,6.0,L
902,7206837,16,1,1389.44,0.41,0.44,,,,,,,>,6.0,L
903,7206837,16,2,1422.25,2.67,2.28,,,,,,,,1.58,L
904,7206837,17,0,1431.18,0.36,0.39,3.74,0.18,0.19,5.41,0.89,0.92,>,6.0,L
905,7206837,17,1,1467.37,0.27,0.31,,,,,,,>,6.0,L
906,7206837,17,2,1502.68,0.95,0.89,,,,,,,>,6.0,L
907,7206837,18,0,1508.24,0.25,0.29,4.17,0.18,0.17,4.24,0.54,0.83,>,6.0,L
908,7206837,18,1,1545.38,0.22,0.23,,,,,,,>,6.0,L
909,7206837,18,2,1580.3,0.92,0.88,,,,,,,>,6.0,L
910,7206837,19,0,1586.2,0.23,0.23,4.49,0.17,0.15,4.07,0.59,0.46,>,6.0,L
911,7206837,19,1,1623.71,0.21,0.2,,,,,,,>,6.0,L
912,7206837,19,2,1658.42,0.98,0.9,,,,,,,,3.19,L
913,7206837,20,0,1665.6,0.25,0.27,4.31,0.13,0.21,4.09,0.48,0.71,>,6.0,L
914,7206837,20,1,1703.37,0.21,0.21,,,,,,,>,6.0,L
915,7206837,20,2,1736.65,1.03,0.86,,,,,,,,3.36,L
916,7206837,21,0,1745.27,0.24,0.23,4.16,0.17,0.17,3.77,0.38,0.58,>,6.0,L
917,7206837,21,1,1782.82,0.24,0.27,,,,,,,>,6.0,L
918,7206837,21,2,1818.73,1.46,1.13,,,,,,,,2.08,L
919,7206837,22,0,1825.34,0.33,0.34,4.14,0.21,0.13,4.75,0.52,0.91,>,6.0,L
920,7206837,22,1,1863.41,0.28,0.32,,,,,,,>,6.0,L
921,7206837,22,2,1900.33,1.93,1.54,,,,,,,>,6.0,L
922,7206837,23,0,1905.38,0.38,0.41,3.42,0.16,0.18,5.15,0.82,1.24,>,6.0,L
923,7206837,23,1,1944.18,0.49,0.46,,,,,,,>,6.0,L
924,7206837,23,2,1981.45,1.21,1.76,,,,,,,>,6.0,L
925,7206837,24,0,1983.93,0.62,0.66,3.03,0.18,0.17,6.99,1.38,0.85,>,6.0,L
926,7206837,24,1,2023.2,0.61,0.64,,,,,,,>,6.0,L
927,7206837,24,2,2059.35,2.96,2.16,,,,,,,,0.64,L
928,7206837,25,0,2065.05,0.59,0.75,2.96,0.24,0.17,5.52,1.09,2.09,>,6.0,L
929,7206837,25,1,2104.34,0.62,0.67,,,,,,,,3.94,L
930,7206837,25,2,2138.42,2.79,2.12,,,,,,,,0.7,L
931,7206837,26,0,2144.37,0.76,0.84,2.33,0.15,0.19,5.98,1.3,1.34,>,6.0,L
932,7206837,26,1,2183.33,0.99,0.83,,,,,,,,3.37,L
933,7296438,13,1,1317.22,0.39,0.42,,,,,,,>,6.0,L
934,7296438,14,0,1366.75,0.34,0.39,2.0,0.2,0.27,1.44,0.55,0.91,>,6.0,L
935,7296438,14,1,1405.37,0.23,0.22,,,,,,,>,6.0,L
936,7296438,15,0,1454.15,0.26,0.22,2.16,0.28,0.22,1.3,0.43,0.53,>,6.0,L
937,7296438,15,1,1492.6,0.27,0.24,,,,,,,>,6.0,L
938,7296438,15,2,1534.94,0.24,0.24,,,,,,,>,6.0,L
939,7296438,16,0,1540.84,0.2,0.2,2.84,0.24,0.19,1.44,0.32,0.34,>,6.0,L
940,7296438,16,1,1579.57,0.17,0.16,,,,,,,>,6.0,L
941,7296438,16,2,1623.06,0.22,0.24,,,,,,,>,6.0,L
942,7296438,17,0,1628.58,0.12,0.13,3.11,0.2,0.19,1.18,0.16,0.28,>,6.0,L
943,7296438,17,1,1667.96,0.12,0.11,,,,,,,>,6.0,L
944,7296438,17,2,1711.68,0.11,0.11,,,,,,,>,6.0,L
945,7296438,18,0,1717.17,0.08,0.08,4.0,0.18,0.23,0.99,0.17,0.13,>,6.0,L
946,7296438,18,1,1757.03,0.08,0.08,,,,,,,>,6.0,L
947,7296438,18,2,1800.94,0.13,0.13,,,,,,,>,6.0,L
948,7296438,19,0,1805.98,0.09,0.08,4.71,0.21,0.24,1.05,0.15,0.2,>,6.0,L
949,7296438,19,1,1845.68,0.09,0.09,,,,,,,>,6.0,L
950,7296438,19,2,1889.65,0.13,0.14,,,,,,,>,6.0,L
951,7296438,20,0,1894.79,0.13,0.12,4.48,0.2,0.23,1.44,0.23,0.23,>,6.0,L
952,7296438,20,1,1934.54,0.12,0.12,,,,,,,>,6.0,L
953,7296438,20,2,1978.11,0.21,0.23,,,,,,,>,6.0,L
954,7296438,21,0,1983.13,0.18,0.19,4.03,0.18,0.23,1.92,0.28,0.32,>,6.0,L
955,7296438,21,1,2023.5,0.15,0.16,,,,,,,>,6.0,L
956,7296438,21,2,2067.37,0.48,0.51,,,,,,,>,6.0,L
957,7296438,22,0,2071.73,0.33,0.34,3.11,0.23,0.2,2.26,0.34,0.58,>,6.0,L
958,7296438,22,1,2112.86,0.34,0.35,,,,,,,>,6.0,L
959,7296438,22,2,2157.55,0.99,0.89,,,,,,,>,6.0,L
960,7296438,23,0,2160.44,0.95,0.97,2.65,0.23,0.2,5.47,0.96,1.35,>,6.0,L
961,7296438,23,1,2200.96,1.0,1.08,,,,,,,,3.25,L
962,7296438,23,2,2243.7,2.17,2.33,,,,,,,,-0.37,L
963,7296438,24,0,2248.69,1.72,1.61,2.25,0.23,0.17,5.89,1.18,1.47,,2.52,L
964,7296438,24,1,2291.8,2.03,2.18,,,,,,,,2.93,L
965,7510397,9,1,666.45,0.11,0.13,,,,,,,>,6.0,L
966,7510397,10,0,700.45,0.23,0.19,1.01,0.13,0.12,0.76,0.31,0.55,>,6.0,L
967,7510397,10,1,726.62,0.16,0.18,,,,,,,>,6.0,L
968,7510397,11,0,759.86,0.32,0.34,1.31,0.15,0.13,1.54,0.44,0.8,,2.5,L
969,7510397,11,1,785.94,0.16,0.15,,,,,,,>,6.0,L
970,7510397,11,2,814.88,0.39,0.44,,,,,,,,0.72,L
971,7510397,12,0,819.91,0.15,0.17,1.68,0.12,0.08,1.7,0.32,0.37,>,6.0,L
972,7510397,12,1,846.44,0.14,0.14,,,,,,,>,6.0,L
973,7510397,12,2,876.93,0.25,0.29,,,,,,,>,6.0,L
974,7510397,13,0,881.32,0.15,0.15,1.83,0.08,0.11,1.9,0.33,0.38,>,6.0,L
975,7510397,13,1,908.53,0.11,0.13,,,,,,,>,6.0,L
976,7510397,13,2,938.78,0.2,0.22,,,,,,,>,6.0,L
977,7510397,14,0,943.61,0.14,0.16,2.58,0.09,0.09,2.2,0.21,0.27,>,6.0,L
978,7510397,14,1,970.37,0.12,0.11,,,,,,,>,6.0,L
979,7510397,14,2,999.95,0.27,0.27,,,,,,,>,6.0,L
980,7510397,15,0,1004.98,0.16,0.15,2.83,0.09,0.1,2.76,0.28,0.28,>,6.0,L
981,7510397,15,1,1031.3,0.1,0.11,,,,,,,>,6.0,L
982,7510397,15,2,1061.5,0.19,0.17,,,,,,,>,6.0,L
983,7510397,16,0,1065.49,0.12,0.13,3.3,0.08,0.12,2.51,0.3,0.19,>,6.0,L
984,7510397,16,1,1091.87,0.09,0.1,,,,,,,>,6.0,L
985,7510397,16,2,1122.75,0.12,0.12,,,,,,,>,6.0,L
986,7510397,17,0,1127.09,0.11,0.11,3.79,0.11,0.09,2.12,0.22,0.18,>,6.0,L
987,7510397,17,1,1154.1,0.08,0.08,,,,,,,>,6.0,L
988,7510397,17,2,1185.01,0.16,0.17,,,,,,,>,6.0,L
989,7510397,18,0,1189.64,0.12,0.12,3.52,0.1,0.11,2.35,0.22,0.21,>,6.0,L
990,7510397,18,1,1216.9,0.09,0.09,,,,,,,>,6.0,L
991,7510397,18,2,1248.2,0.17,0.17,,,,,,,>,6.0,L
992,7510397,19,0,1252.46,0.13,0.12,3.37,0.12,0.09,2.55,0.21,0.19,>,6.0,L
993,7510397,19,1,1279.73,0.11,0.1,,,,,,,>,6.0,L
994,7510397,19,2,1310.71,0.18,0.21,,,,,,,>,6.0,L
995,7510397,20,0,1315.12,0.16,0.17,3.33,0.08,0.1,3.05,0.25,0.19,>,6.0,L
996,7510397,20,1,1342.56,0.11,0.13,,,,,,,>,6.0,L
997,7510397,20,2,1373.64,0.39,0.44,,,,,,,>,6.0,L
998,7510397,21,0,1377.41,0.21,0.2,2.86,0.08,0.11,3.86,0.34,0.26,>,6.0,L
999,7510397,21,1,1405.44,0.16,0.16,,,,,,,>,6.0,L
1000,7510397,21,2,1436.73,0.37,0.39,,,,,,,>,6.0,L
1001,7510397,22,0,1440.5,0.29,0.3,2.43,0.07,0.08,4.76,0.46,0.37,>,6.0,L
1002,7510397,22,1,1468.19,0.21,0.23,,,,,,,>,6.0,L
1003,7510397,22,2,1498.0,0.45,0.51,,,,,,,>,6.0,L
1004,7510397,23,0,1503.81,0.35,0.36,2.06,0.06,0.08,4.64,0.56,0.43,>,6.0,L
1005,7510397,23,1,1531.68,0.24,0.24,,,,,,,>,6.0,L
1006,7510397,23,2,1562.39,1.03,1.02,,,,,,,>,6.0,L
1007,7510397,24,0,1565.48,0.6,0.52,1.47,0.08,0.06,5.2,0.63,0.93,>,6.0,L
1008,7510397,24,1,1593.89,0.52,0.5,,,,,,,>,6.0,L
1009,7510397,24,2,1626.43,0.99,1.1,,,,,,,>,6.0,L
1010,7510397,25,0,1631.51,2.49,1.97,1.19,0.08,0.06,6.26,0.99,1.41,,4.71,L
1011,7510397,25,1,1657.79,0.82,1.0,,,,,,,>,6.0,L
1012,7680114,11,1,1094.89,0.18,0.18,,,,,,,,2.2,L
1013,7680114,11,2,1136.49,0.39,0.36,,,,,,,,0.38,L
1014,7680114,12,0,1142.63,0.2,0.22,1.19,0.19,0.13,0.52,0.22,0.31,,2.49,L
1015,7680114,12,1,1179.7,0.21,0.22,,,,,,,,1.71,L
1016,7680114,12,2,1220.91,0.33,0.29,,,,,,,>,6.0,L
1017,7680114,13,0,1227.93,0.21,0.25,1.33,0.2,0.2,0.7,0.3,0.48,>,6.0,L
1018,7680114,13,1,1264.55,0.16,0.17,,,,,,,>,6.0,L
1019,7680114,13,2,1305.8,0.39,0.49,,,,,,,,0.67,L
1020,7680114,14,0,1311.97,0.17,0.15,1.85,0.21,0.15,0.93,0.22,0.38,>,6.0,L
1021,7680114,14,1,1348.43,0.13,0.12,,,,,,,>,6.0,L
1022,7680114,14,2,1389.94,0.31,0.3,,,,,,,,1.57,L
1023,7680114,15,0,1395.61,0.13,0.13,3.03,0.19,0.14,1.55,0.23,0.31,>,6.0,L
1024,7680114,15,1,1431.97,0.09,0.09,,,,,,,>,6.0,L
1025,7680114,15,2,1473.96,0.21,0.24,,,,,,,>,6.0,L
1026,7680114,16,0,1479.16,0.09,0.08,3.08,0.15,0.15,1.02,0.16,0.24,>,6.0,L
1027,7680114,16,1,1516.25,0.07,0.08,,,,,,,>,6.0,L
1028,7680114,16,2,1558.61,0.12,0.13,,,,,,,>,6.0,L
1029,7680114,17,0,1564.01,0.08,0.08,4.07,0.16,0.16,1.18,0.16,0.13,>,6.0,L
1030,7680114,17,1,1601.45,0.06,0.06,,,,,,,>,6.0,L
1031,7680114,17,2,1644.14,0.09,0.09,,,,,,,>,6.0,L
1032,7680114,18,0,1649.31,0.07,0.07,4.83,0.18,0.14,1.06,0.16,0.14,>,6.0,L
1033,7680114,18,1,1686.79,0.06,0.06,,,,,,,>,6.0,L
1034,7680114,18,2,1729.48,0.09,0.09,,,,,,,>,6.0,L
1035,7680114,19,0,1734.5,0.08,0.08,4.73,0.12,0.2,1.27,0.13,0.14,>,6.0,L
1036,7680114,18,3,1765.23,0.38,0.38,,,,,,,>,6.0,L
1037,7680114,19,1,1771.96,0.08,0.07,,,,,,,>,6.0,L
1038,7680114,19,2,1814.79,0.14,0.14,,,,,,,>,6.0,L
1039,7680114,20,0,1819.49,0.08,0.08,4.33,0.13,0.17,1.39,0.13,0.13,>,6.0,L
1040,7680114,19,3,1851.29,0.43,0.44,,,,,,,>,6.0,L
1041,7680114,20,1,1857.2,0.1,0.1,,,,,,,>,6.0,L
1042,7680114,20,2,1899.92,0.23,0.2,,,,,,,>,6.0,L
1043,7680114,21,0,1904.91,0.18,0.18,3.74,0.15,0.15,2.46,0.21,0.25,>,6.0,L
1044,7680114,21,1,1943.09,0.19,0.2,,,,,,,>,6.0,L
1045,7680114,21,2,1985.75,0.43,0.4,,,,,,,>,6.0,L
1046,7680114,22,0,1990.67,0.39,0.41,3.06,0.15,0.17,3.63,0.52,0.42,>,6.0,L
1047,7680114,22,1,2029.82,0.42,0.45,,,,,,,>,6.0,L
1048,7680114,22,2,2072.33,1.12,1.11,,,,,,,,0.2,L
1049,7680114,23,0,2076.58,1.01,1.23,1.71,0.22,0.23,4.3,1.39,1.17,>,6.0,L
1050,7680114,23,1,2116.05,0.52,0.58,,,,,,,,2.83,L
1051,7680114,23,2,2160.92,0.44,0.58,,,,,,,,-0.26,L
1052,7680114,24,0,2163.59,0.79,0.91,1.94,0.3,0.17,3.42,1.49,1.63,,2.86,L
1053,7771282,13,1,1058.64,1.69,1.62,,,,,,,,2.2,L
1054,7771282,13,2,1094.4,1.96,2.42,,,,,,,,-0.39,L
1055,7771282,14,0,1099.26,1.0,0.94,2.71,0.3,0.35,3.99,1.87,1.79,,2.18,L
1056,7771282,14,1,1128.3,1.0,0.99,,,,,,,,2.72,L
1057,7771282,14,2,1167.16,1.24,2.0,,,,,,,,1.07,L
1058,7771282,15,0,1173.21,0.68,0.94,3.04,0.35,0.32,2.79,0.96,1.19,>,6.0,L
1059,7771282,15,1,1202.98,0.46,0.52,,,,,,,>,6.0,L
1060,7771282,15,2,1236.62,1.0,0.51,,,,,,,>,6.0,L
1061,7771282,16,0,1242.18,0.17,0.17,3.33,0.32,0.29,1.43,0.47,0.38,>,6.0,L
1062,7771282,16,1,1273.93,0.59,0.46,,,,,,,>,6.0,L
1063,7771282,16,2,1310.43,1.21,1.26,,,,,,,>,6.0,L
1064,7771282,17,0,1313.5,0.76,0.82,3.9,0.26,0.35,4.7,1.07,0.67,>,6.0,L
1065,7771282,17,1,1345.37,0.29,0.35,,,,,,,>,6.0,L
1066,7771282,17,2,1379.52,0.6,0.73,,,,,,,>,6.0,L
1067,7771282,18,0,1384.28,0.26,0.29,4.04,0.28,0.34,1.59,0.38,0.68,>,6.0,L
1068,7771282,18,1,1417.22,0.38,0.35,,,,,,,>,6.0,L
1069,7771282,18,2,1453.55,1.53,1.31,,,,,,,>,6.0,L
1070,7771282,19,0,1457.82,0.37,0.41,4.31,0.36,0.22,2.7,0.58,0.67,>,6.0,L
1071,7771282,19,1,1490.49,0.36,0.34,,,,,,,>,6.0,L
1072,7771282,19,2,1526.46,1.1,1.21,,,,,,,>,6.0,L
1073,7771282,20,0,1530.78,0.44,0.42,4.07,0.24,0.35,2.92,0.64,0.77,>,6.0,L
1074,7771282,20,1,1564.74,0.4,0.42,,,,,,,>,6.0,L
1075,7771282,20,2,1598.71,0.68,0.9,,,,,,,>,6.0,L
1076,7771282,21,0,1604.74,0.54,0.65,3.94,0.34,0.28,2.34,0.45,1.63,>,6.0,L
1077,7771282,21,1,1637.35,0.41,0.47,,,,,,,>,6.0,L
1078,7771282,21,2,1672.27,1.64,2.43,,,,,,,>,6.0,L
1079,7771282,22,0,1676.7,0.77,0.74,3.75,0.36,0.25,4.07,1.2,1.09,>,6.0,L
1080,7771282,22,1,1709.83,0.51,0.57,,,,,,,>,6.0,L
1081,7771282,22,2,1744.32,1.25,1.3,,,,,,,>,6.0,L
1082,7771282,23,0,1748.79,0.94,1.11,3.05,0.3,0.2,3.7,1.1,0.98,,2.44,L
1083,7771282,23,1,1783.87,1.0,1.06,,,,,,,,3.16,L
1084,7771282,24,1,1858.54,2.25,2.35,,,,,,,,2.2,L
1085,7871531,15,0,2503.55,1.05,3.09,0.83,0.36,0.28,0.56,0.54,7.45,,2.04,L
1086,7871531,15,2,2643.39,1.02,1.17,,,,,,,,1.03,L
1087,7871531,16,0,2652.74,0.35,0.35,1.07,0.18,0.12,1.12,0.37,0.54,,2.81,L
1088,7871531,16,1,2724.42,0.14,0.13,,,,,,,>,6.0,L
1089,7871531,16,2,2793.53,0.7,0.55,,,,,,,,0.71,L
1090,7871531,17,0,2802.67,0.09,0.11,0.95,0.14,0.1,0.29,0.14,0.32,>,6.0,L
1091,7871531,17,1,2874.44,0.09,0.1,,,,,,,>,6.0,L
1092,7871531,17,2,2943.99,1.01,0.86,,,,,,,,0.84,L
1093,7871531,18,0,2953.09,0.09,0.08,1.27,0.1,0.11,0.62,0.18,0.28,>,6.0,L
1094,7871531,18,1,3025.3,0.1,0.1,,,,,,,>,6.0,L
1095,7871531,18,2,3095.18,0.36,0.62,,,,,,,,2.21,L
1096,7871531,19,0,3103.72,0.09,0.09,1.57,0.11,0.09,0.85,0.15,0.26,>,6.0,L
1097,7871531,19,1,3176.63,0.09,0.09,,,,,,,>,6.0,L
1098,7871531,19,2,3246.83,0.26,0.21,,,,,,,>,6.0,L
1099,7871531,20,0,3254.69,0.09,0.09,1.71,0.09,0.1,0.88,0.17,0.23,>,6.0,L
1100,7871531,20,1,3327.75,0.07,0.07,,,,,,,>,6.0,L
1101,7871531,20,2,3398.54,0.2,0.25,,,,,,,>,6.0,L
1102,7871531,21,0,3405.78,0.09,0.09,1.95,0.11,0.09,0.97,0.17,0.19,>,6.0,L
1103,7871531,21,1,3479.04,0.1,0.1,,,,,,,>,6.0,L
1104,7871531,21,2,3549.26,0.27,0.32,,,,,,,>,6.0,L
1105,7871531,22,0,3556.55,0.1,0.11,2.05,0.12,0.07,1.39,0.15,0.25,>,6.0,L
1106,7871531,22,1,3630.53,0.11,0.1,,,,,,,>,6.0,L
1107,7871531,22,2,3701.25,0.39,0.35,,,,,,,,2.48,L
1108,7871531,23,0,3708.31,0.16,0.16,1.59,0.11,0.11,1.62,0.41,0.31,>,6.0,L
1109,7871531,23,1,3782.63,0.18,0.19,,,,,,,>,6.0,L
1110,7871531,23,2,3855.26,0.91,1.2,,,,,,,,0.32,L
1111,7871531,24,0,3860.35,0.29,0.28,1.37,0.14,0.1,1.98,0.46,0.72,>,6.0,L
1112,7871531,24,1,3934.7,0.51,0.41,,,,,,,,3.75,L
1113,7871531,24,2,4005.38,1.38,1.6,,,,,,,,0.72,L
1114,7871531,25,0,4013.49,1.47,1.41,0.98,0.15,0.15,3.51,1.0,1.14,,2.35,L
1115,7871531,25,1,4086.85,0.9,1.04,,,,,,,,2.79,L
1116,7871531,25,2,4159.08,2.15,2.09,,,,,,,,0.6,L
1117,7871531,26,0,4166.17,0.4,0.44,1.05,0.1,0.08,2.72,0.71,0.86,>,6.0,L
1118,7871531,26,1,4240.06,0.56,0.61,,,,,,,>,6.0,L
1119,7871531,27,1,4395.61,0.27,0.26,,,,,,,>,6.0,L
1120,7940546,9,1,627.51,0.52,0.54,,,,,,,>,6.0,L
1121,7940546,9,2,654.64,1.05,0.89,,,,,,,,0.93,L
1122,7940546,10,0,659.53,0.49,0.6,1.82,0.09,0.16,3.2,0.81,0.92,>,6.0,L
1123,7940546,10,1,683.51,0.44,0.45,,,,,,,>,6.0,L
1124,7940546,10,2,711.71,0.88,0.92,,,,,,,,2.61,L
1125,7940546,11,0,714.74,0.45,0.54,2.25,0.1,0.18,3.8,0.75,0.98,>,6.0,L
1126,7940546,11,1,739.27,0.24,0.26,,,,,,,>,6.0,L
1127,7940546,11,2,767.38,0.42,0.39,,,,,,,,3.0,L
1128,7940546,12,0,771.54,0.24,0.24,2.54,0.13,0.11,2.15,0.4,0.52,>,6.0,L
1129,7940546,12,1,796.11,0.2,0.18,,,,,,,>,6.0,L
1130,7940546,12,2,825.8,0.97,0.71,,,,,,,>,6.0,L
1131,7940546,13,0,828.96,0.22,0.3,3.09,0.09,0.16,3.31,0.62,0.58,>,6.0,L
1132,7940546,13,1,854.5,0.16,0.18,,,,,,,>,6.0,L
1133,7940546,13,2,883.98,0.5,0.43,,,,,,,>,6.0,L
1134,7940546,14,0,888.02,0.19,0.19,3.66,0.14,0.11,2.95,0.28,0.39,>,6.0,L
1135,7940546,14,1,913.39,0.13,0.14,,,,,,,>,6.0,L
1136,7940546,14,2,942.29,0.41,0.46,,,,,,,>,6.0,L
1137,7940546,15,0,946.17,0.14,0.16,4.51,0.1,0.14,2.98,0.25,0.25,>,6.0,L
1138,7940546,15,1,970.99,0.13,0.12,,,,,,,>,6.0,L
1139,7940546,15,2,999.56,0.39,0.3,,,,,,,>,6.0,L
1140,7940546,16,0,1003.66,0.15,0.16,5.29,0.13,0.15,3.32,0.19,0.3,>,6.0,L
1141,7940546,16,1,1028.39,0.11,0.11,,,,,,,>,6.0,L
1142,7940546,16,2,1057.45,0.31,0.23,,,,,,,>,6.0,L
1143,7940546,17,0,1060.99,0.16,0.17,5.4,0.18,0.1,2.83,0.23,0.19,>,6.0,L
1144,7940546,17,1,1086.64,0.12,0.1,,,,,,,>,6.0,L
1145,7940546,17,2,1116.06,0.25,0.3,,,,,,,>,6.0,L
1146,7940546,18,0,1120.28,0.13,0.15,5.06,0.11,0.15,2.8,0.14,0.3,>,6.0,L
1147,7940546,18,1,1146.04,0.11,0.12,,,,,,,>,6.0,L
1148,7940546,18,2,1175.41,0.29,0.26,,,,,,,>,6.0,L
1149,7940546,19,0,1179.74,0.16,0.14,5.22,0.15,0.11,2.98,0.2,0.2,>,6.0,L
1150,7940546,19,1,1205.45,0.11,0.11,,,,,,,>,6.0,L
1151,7940546,19,2,1234.73,0.33,0.32,,,,,,,>,6.0,L
1152,7940546,20,0,1239.42,0.15,0.15,4.63,0.05,0.19,3.24,0.19,0.3,>,6.0,L
1153,7940546,20,1,1265.29,0.12,0.12,,,,,,,>,6.0,L
1154,7940546,20,2,1294.37,0.42,0.4,,,,,,,>,6.0,L
1155,7940546,21,0,1298.61,0.21,0.2,4.08,0.09,0.12,3.85,0.33,0.3,>,6.0,L
1156,7940546,21,1,1324.33,0.14,0.15,,,,,,,>,6.0,L
1157,7940546,21,2,1354.18,0.7,0.53,,,,,,,>,6.0,L
1158,7940546,22,0,1357.51,0.3,0.39,3.72,0.08,0.13,5.38,0.35,0.51,>,6.0,L
1159,7940546,22,1,1383.93,0.19,0.21,,,,,,,>,6.0,L
1160,7940546,22,2,1412.83,0.51,0.46,,,,,,,>,6.0,L
1161,7940546,23,0,1417.74,0.27,0.32,3.16,0.07,0.11,5.43,0.43,0.62,>,6.0,L
1162,7940546,23,1,1442.68,0.21,0.23,,,,,,,>,6.0,L
1163,7940546,23,2,1472.35,0.78,0.71,,,,,,,>,6.0,L
1164,7940546,24,0,1476.32,0.38,0.57,2.6,0.09,0.09,6.01,0.32,0.93,>,6.0,L
1165,7940546,24,1,1502.42,0.25,0.3,,,,,,,>,6.0,L
1166,7940546,24,2,1532.27,0.93,0.7,,,,,,,>,6.0,L
1167,7940546,25,0,1536.5,0.79,0.73,2.13,0.09,0.07,7.06,0.72,0.81,>,6.0,L
1168,7940546,25,1,1562.68,0.44,0.37,,,,,,,>,6.0,L
1169,7940546,25,2,1592.81,1.23,0.88,,,,,,,,0.89,L
1170,7940546,26,0,1597.9,0.87,0.79,1.69,0.07,0.09,8.43,0.85,1.37,>,6.0,L
1171,7940546,26,1,1623.86,0.67,0.63,,,,,,,,4.03,L
1172,7940546,26,2,1653.25,1.22,1.08,,,,,,,,0.52,L
1173,7940546,27,0,1658.49,0.76,0.74,1.33,0.08,0.09,6.01,0.8,2.04,,4.5,L
1174,7940546,27,1,1683.7,0.51,0.56,,,,,,,>,6.0,L
1175,7940546,27,2,1717.18,1.3,1.2,,,,,,,>,6.0,L
1176,7940546,28,0,1721.44,1.3,1.61,1.03,0.09,0.06,7.29,1.86,1.19,,3.95,L
1177,7940546,28,1,1744.28,1.24,0.71,,,,,,,,1.66,L
1178,7970740,13,1,2598.38,0.51,0.67,,,,,,,>,6.0,L
1179,7970740,14,1,2774.02,1.73,0.53,,,,,,,,2.2,L
1180,7970740,15,1,2945.51,0.15,0.2,,,,,,,>,6.0,L
1181,7970740,16,0,3035.6,0.16,0.14,0.7,0.05,0.06,0.94,0.34,0.44,>,6.0,L
1182,7970740,16,1,3117.86,0.14,0.13,,,,,,,>,6.0,L
1183,7970740,16,2,3196.23,0.64,0.67,,,,,,,>,6.0,L
1184,7970740,17,0,3207.1,0.12,0.11,0.83,0.06,0.07,1.11,0.29,0.43,>,6.0,L
1185,7970740,17,1,3289.79,0.09,0.09,,,,,,,>,6.0,L
1186,7970740,17,2,3369.66,0.35,0.38,,,,,,,>,6.0,L
1187,7970740,18,0,3379.37,0.09,0.08,1.13,0.05,0.07,0.82,0.16,0.3,>,6.0,L
1188,7970740,18,1,3462.13,0.07,0.07,,,,,,,>,6.0,L
1189,7970740,18,2,3542.2,0.21,0.28,,,,,,,>,6.0,L
1190,7970740,19,0,3551.65,0.07,0.07,1.23,0.06,0.06,1.09,0.25,0.25,>,6.0,L
1191,7970740,19,1,3635.36,0.07,0.07,,,,,,,>,6.0,L
1192,7970740,19,2,3714.75,0.16,0.18,,,,,,,>,6.0,L
1193,7970740,20,0,3724.29,0.06,0.06,1.42,0.05,0.07,0.95,0.16,0.32,>,6.0,L
1194,7970740,20,1,3808.11,0.08,0.07,,,,,,,>,6.0,L
1195,7970740,20,2,3888.76,0.19,0.16,,,,,,,>,6.0,L
1196,7970740,21,0,3897.29,0.08,0.09,1.67,0.04,0.07,1.47,0.13,0.25,>,6.0,L
1197,7970740,21,1,3981.22,0.09,0.1,,,,,,,>,6.0,L
1198,7970740,21,2,4061.81,0.14,0.16,,,,,,,>,6.0,L
1199,7970740,22,0,4070.36,0.1,0.08,1.73,0.06,0.06,1.48,0.12,0.23,>,6.0,L
1200,7970740,22,1,4154.54,0.09,0.11,,,,,,,>,6.0,L
1201,7970740,22,2,4234.78,0.26,0.25,,,,,,,>,6.0,L
1202,7970740,23,0,4243.88,0.1,0.1,1.61,0.06,0.06,1.91,0.19,0.22,>,6.0,L
1203,7970740,23,1,4328.18,0.13,0.16,,,,,,,>,6.0,L
1204,7970740,23,2,4411.17,0.46,0.53,,,,,,,,-1.17,L
1205,7970740,24,0,4417.6,0.2,0.19,1.46,0.08,0.04,3.46,0.36,0.55,>,6.0,L
1206,7970740,24,1,4502.35,0.17,0.17,,,,,,,>,6.0,L
1207,7970740,24,2,4586.69,0.78,0.72,,,,,,,,-1.33,L
1208,7970740,25,0,4592.83,0.33,0.28,1.43,0.06,0.06,3.2,0.56,0.42,>,6.0,L
1209,7970740,25,1,4677.24,0.22,0.22,,,,,,,>,6.0,L
1210,7970740,25,2,4761.52,1.14,1.16,,,,,,,,2.76,L
1211,7970740,26,0,4766.44,0.4,0.37,1.28,0.07,0.07,4.55,0.71,0.84,>,6.0,L
1212,7970740,26,1,4851.58,0.38,0.38,,,,,,,>,6.0,L
1213,7970740,26,2,4938.48,0.47,0.97,,,,,,,>,6.0,L
1214,7970740,27,0,4941.06,0.59,0.55,1.32,0.08,0.05,9.07,1.29,0.88,>,6.0,L
1215,7970740,27,1,5028.84,0.67,0.69,,,,,,,>,6.0,L
1216,7970740,27,2,5111.87,1.25,0.91,,,,,,,,-0.92,L
1217,7970740,28,0,5117.77,0.8,0.69,1.1,0.08,0.07,10.49,2.12,1.55,>,6.0,L
