,KIC,i,u_i,l_i,nus,l_nus,u_nus,nus*,l_nus*,u_nus*,P,l_P,u_P,label
14,6508366,84.28093645484951,3.9130434782608603,5.7190635451505045,2.210276993464322,0.08303381125468334,0.0859993045137788,2.167833756309911,0.07934326112479395,0.08727758723727375,5.339004451049547,0.04026027687004826,0.036600251700043704,L
15,6603624,2.7090301003344486,4.51505016722408,2.107023411371238,0.6903035508749795,0.8707111407149941,0.46721085599341156,0.03061517987250277,0.038459793568889,0.023600327871818243,378.05017387695983,0.7708701359946944,1.2562328142135764,L
16,6679371,68.62876254180603,11.137123745819395,7.5250836120401345,1.9397701636770708,0.17292919622958758,0.14632470450195845,1.7700415537684262,0.08487154926320617,0.08729645067072633,6.538871389450049,0.04931887078293264,0.04794890215007341,L
17,6933899,49.66555183946489,12.341137123745817,10.535117056856194,0.4182270757745155,0.09426176790552926,0.0688835996232714,0.30902987884922933,0.02679953258596518,0.02886103509257787,37.452928879155,0.0933923774621764,0.08672149335773528,L
18,7103006,67.4247491638796,15.652173913043484,18.66220735785953,1.3118592810327019,0.32654751255512315,0.1842062891336591,1.1637160818688206,0.10803351071249967,0.12003723412499978,9.945788542757938,0.10314993149551657,0.09283493834596479,L
19,7106245,21.37123745819398,29.498327759197323,10.234113712374583,0.8800604663821842,0.8266323722742502,0.5722839500360196,0.3055702719316594,0.14514065395649645,0.1602594720769648,37.87696362250385,0.5244602855634031,0.4749829001328933,L
20,7206837,47.85953177257525,27.692307692307693,21.97324414715719,1.0599181436155218,0.650487410574397,0.47212795928786866,0.7416039924217205,0.2838307255000164,0.3765101460714504,15.606811980985615,0.5076970322691361,0.3827254550951949,L
21,7296438,9.933110367892978,10.836120401337793,6.622073578595319,0.8979714239308516,0.8972386035914401,0.6729289526935801,0.12704626713327405,0.13496696185302748,0.09527079660213703,91.10125260061865,0.7498905615400417,1.062344962181726,L
22,7510397,12.943143812709032,5.719063545150501,5.117056856187292,1.7162948420975301,0.6990531998844871,0.7308283453337818,0.3586475758250757,0.13407576330492843,0.1696468841817461,32.271440975023154,0.4730183489780187,0.37383708225682144,L
23,7680114,19.264214046822744,18.06020066889632,10.836120401337794,0.5638178923789972,0.531905119251314,0.31288536426547897,0.17765786210922374,0.065100542164227,0.08877346658758228,65.14811073747107,0.4996878017872607,0.3664377213106578,L
24,7771282,46.05351170568562,33.1103678929766,20.76923076923077,1.4231031462378296,1.0192441431702628,0.37159942719749184,1.0181065565313372,0.1509855377167364,0.20131405028898197,11.368234493555022,0.1977337725580059,0.14830032941850432,L
25,7871531,37.92642140468228,23.17725752508361,26.789297658862882,0.38893510068356923,0.48050192405398934,0.14312823269693298,0.22726637555542803,0.06884228285368196,0.12621085189841685,50.927349220876145,0.5553432688402041,0.30291451027647515,L
26,7940546,55.08361204013379,16.254180602006684,12.040133779264217,1.1367671694245773,0.2667394887776675,0.19738722169547374,0.8995924728288863,0.05433385736857255,0.05620743865714406,12.865908090224325,0.0624810015143773,0.060398301463898005,L
27,7970740,6.0200668896321075,2.7090301003344477,3.0100334448160537,2.3309919466983544,0.3641109497255224,0.46814264964709973,0.22475816217421055,0.1101309536228198,0.1079283345503634,51.49567856451408,0.4801976199943649,0.48999757142282135,L
28,8006161,36.72240802675586,8.42809364548495,5.7190635451505045,0.5438483961985803,0.1059682460781749,0.1059682460781749,0.3136709042666021,0.023716043679010756,0.023716043679010756,36.89878122784631,0.07560804447088117,0.07560804447088117,L
29,8150065,23.779264214046826,38.829431438127095,17.759197324414718,0.6129490575282754,0.9398737839059224,0.43297556337239107,0.21707226359368972,0.22488926532655992,0.16866694899491994,53.31899102382848,0.7770082930107846,1.0360110573477126,L
30,8179536,63.21070234113713,15.351170568561876,10.535117056856187,1.5951546347459609,0.25761634817333334,0.18605625145851845,1.3898227644936276,0.09773284182347819,0.09773284182347819,8.327733844747469,0.07032036337315749,0.07032036337315749,L
31,8228742,32.50836120401338,6.92307692307692,4.214046822742478,1.130557902290792,0.20704651970543653,0.25141363107088743,0.5799142283917585,0.05048935339540783,0.05481701225787139,19.958251595536396,0.09452606881174848,0.08706348443187355,L
32,8379927,71.33779264214047,6.92307692307692,6.321070234113705,1.181424709067719,0.06624777134672866,0.057414735167165,1.0952006787902124,0.025682167801036604,0.026484735544819005,10.567993882964993,0.024182541207036817,0.023449736928035696,L
33,8394589,67.123745819398,7.826086956521735,5.418060200668897,1.0741463629251697,0.07333101801821296,0.07333101801821318,0.9661923207847293,0.037955328401605315,0.039179693833915175,11.979058232085467,0.04055061605343118,0.03928340930176145,L
34,8424992,7.82608695652174,12.642140468227426,5.719063545150503,1.0370210606628598,1.2314130103472234,0.7669326643390598,0.11902992971344312,0.12757267932741534,0.08988075134431535,97.23667065869829,0.7551105134708342,1.0717697610553778,L
35,8694723,29.79933110367893,6.020066889632112,4.515050167224079,1.5971384680459006,0.309422686277689,0.309422686277689,0.761925935663111,0.06130513144352845,0.06687832521112202,15.190550068362029,0.0877753625133094,0.08046074897053351,L
36,8760414,4.816053511705686,3.6120401337792636,3.311036789297659,1.7571279470909626,0.6174092734403906,0.6493442358597208,0.1372700365048949,0.10422527651694524,0.09206566092330162,84.31609962937073,0.6706901467168961,0.7592718642078068,L
37,8938364,10.836120401337794,16.555183946488295,7.525083612040135,0.4046630996056302,0.6222663681734404,0.2592776534056001,0.08315502860486618,0.05234127852513473,0.06003852536706629,139.18670065127927,0.722007151874792,0.6294421324036651,L
38,9025370,67.4247491638796,14.749163879598669,16.856187290969892,0.4654722292764632,0.08201052386200242,0.0627139300121195,0.4110897839920924,0.03907237826419763,0.04532395878646933,28.154613723742422,0.11025318689831796,0.09504585077441188,L
39,9098294,39.4314381270903,14.749163879598662,9.632107023411372,0.5683653721331905,0.17324398206206149,0.15399465072183233,0.34730627369223616,0.04041478325907083,0.044088854464440885,33.32526634497362,0.12694517146416429,0.11636640717548397,L
40,9139151,66.8227424749164,13.244147157190639,10.535117056856194,1.0250666766841567,0.12418617680748611,0.09225258848556117,0.9162106127284245,0.043506463079024615,0.04511781356343303,12.632547487751884,0.04924393249394337,0.04748522061915957,L
41,9139163,37.02341137123746,8.12709030100335,5.719063545150497,1.7115160082440646,0.2985497007658138,0.27367055903532966,0.9977643052614491,0.09927842890515692,0.09596914794165157,11.600008151265003,0.09618418642116516,0.09950088250465373,L
42,9206432,37.02341137123746,14.749163879598669,10.23411371237458,1.7762799288078837,0.6804877159757297,0.616691992603005,1.0877344897702077,0.2555014423230697,0.4520410133408156,10.640532393635128,0.41558028874887726,0.23489320668414804,L
43,9353712,29.79933110367893,32.207357859531776,15.351170568561873,1.1650209577490187,1.1430831255105478,0.5662000528229816,0.6002193497233466,0.1839218198622108,0.3196736392843188,19.283073895249796,0.5325946913102068,0.30642434294559834,L
44,9410862,27.090301003344482,31.304347826086957,17.157190635451506,0.661834742614539,0.7450760619454582,0.35679698741050114,0.29351929401968174,0.13423869288144225,0.18106614388659656,39.432072473225496,0.6168798698270762,0.4573419724580047,L
45,9414417,52.828859626,23.322600768,14.57662548,1.1526939571029293,8.09095593737581,12.944047202805839,0.9185061409999999,0.124978652457,0.124978652457,11.022219676199999,2.9392585803299998,1.9595057202200001,K
46,9812850,62.307692307692314,18.06020066889632,14.749163879598662,1.4815007406386334,0.30020146208802023,0.22515109656601506,1.258955017522169,0.13521374508337414,0.14697146204714562,9.19339762976898,0.11674083664753143,0.10740156971572905,L
47,9955598,54.549493569,30.767450842,4.013145762,0.4141319288299456,0.7862058640499798,6.020329736574937,0.3373588435,0.031670468818900004,0.031670468818900004,30.7155328951,4.310951985280001,4.310951985280001,K
48,9965715,74.64882943143813,9.632107023411379,9.331103678929765,1.7683527117371811,0.12975471742056244,0.09354409860552182,1.6683180583951092,0.05583947512135268,0.05944202190337533,6.93757045656397,0.03562990977904863,0.0334705213075912,L
49,10068307,42.140468227424755,8.42809364548495,6.020066889632112,0.9045587553891126,0.1473760995519977,0.1391885384657756,0.5849779487206891,0.036031192441431714,0.03715716720522644,19.785487810926657,0.06351891945070218,0.061594103709771836,L
50,10079226,47.55852842809365,28.59531772575251,27.993311036789304,0.678475139047205,0.4520986123006985,0.25687421153448775,0.4638997499276309,0.15718838144649944,0.237699503650804,24.94951565694883,0.5123941189618781,0.3388412722167259,L
51,10162436,25.886287625418063,16.55518394648829,13.244147157190637,0.7354835102169219,0.5696453281777676,0.3210728213365599,0.30088268845427846,0.10937130735464434,0.13422842266251808,38.46706546506031,0.4461154722861869,0.363501495936893,L
52,10454113,24.381270903010034,18.36120401337793,9.331103678929765,1.396725814963808,0.5606450719593128,0.6135361164837767,0.5326738910474792,0.11531297999241241,0.14244544587297997,21.728254882765473,0.2674158584962132,0.21647950449693457,L
53,10516096,44.24749163879599,19.264214046822744,9.93311036789298,0.6887667933024793,0.19773057612654854,0.16948335096561296,0.4688159154655474,0.03419008140500118,0.037609089545501295,24.68788642250059,0.08022144365161836,0.0729285851378349,L
54,10644253,7.5250836120401345,13.846153846153847,5.719063545150503,0.8714010011314166,1.1617746747971,0.6454303748872777,0.09716874387172618,0.1270572461948688,0.07473955658521692,119.1131387820879,0.769172818410431,1.307593791297733,L
55,10730618,15.050167224080269,28.896321070234116,10.836120401337794,0.9922557443015301,1.2393769982911136,0.7975121554221076,0.19164363884582788,0.28011228896976703,0.1493932207838758,60.39372944376777,0.7795365485835852,1.461631028594222,L
56,10963065,51.967682703,25.830930564000003,12.915465282000001,0.6643901797056813,4.164780609647658,8.328656689733318,0.523315807,0.0558220360766,0.0558220360766,20.4214681532,5.834705186619999,2.33388207465,K
57,11081729,85.48494983277592,3.0100334448160595,4.8160535117056895,2.9018565641573515,0.06907046549430218,0.08417962982118121,2.8575809652308712,0.07149520044059621,0.08579424052871554,4.050304860964447,0.0300233804650165,0.025019483720847058,L
58,11253226,76.75585284280938,8.127090301003335,7.224080267558534,2.043377943669846,0.1435004057971936,0.16143795652184334,1.945466569804727,0.13269002554799902,0.14927627874149874,5.949253641112837,0.07673032323371257,0.06820473176330014,L
59,11772920,49.96655518394649,26.789297658862885,31.304347826086957,0.326298760345429,0.3154479069082667,0.0814059114601979,0.2426616937788175,0.04981603567535228,0.08013883999947977,47.69633762065334,0.3302492402139298,0.20529006824109144,L
60,12009504,71.33779264214047,9.331103678929765,6.020066889632105,1.2051078433561764,0.07611967110495099,0.07358234873478575,1.1182370366342724,0.03611372194049811,0.03837082956177906,10.350286830876502,0.034313681540426855,0.03229522968510778,L
61,12069127,30.70234113712375,31.90635451505017,18.36120401337793,0.7915893109345159,0.8546490951017608,0.4431513826453576,0.3924554465462423,0.20424664687153116,0.2532658421206986,29.49143444416517,0.6453365454589421,0.52043269795076,L
62,12069424,31.906354515050168,4.214046822742475,3.9130434782608674,0.6946233096054617,0.09785495035326586,0.07882759889568647,0.35439299135699404,0.0182451789211307,0.020132611223316665,32.658868421060426,0.05680871719902692,0.05148289996161807,L
63,12069449,30.100334448160538,9.93311036789298,5.7190635451505045,0.5530511641144029,0.12993214825680632,0.13805290752285682,0.2659370076993052,0.019812363726811222,0.019276894436897396,43.521863219431545,0.07248669376130519,0.07450021303245259,L
64,12258514,63.21070234113713,18.36120401337792,25.886287625418063,0.2837006270943816,0.1150650595810564,0.049313596963309864,0.24109954890299456,0.03425037282923871,0.0434716270524953,48.005374239546406,0.1803057170794871,0.14205904982020187,L
65,12317678,53.27759197324415,23.478260869565226,11.73913043478261,1.2272919719905826,0.32619844066790504,0.36347826245852277,0.9361150611872914,0.11771942198325236,0.14035777236464708,12.363943871808312,0.14993645352381024,0.12575315456835692,L
66,3425851,26.1053362198,30.596671677800003,16.1982379471,2.55400637473848,16.423478469009336,30.91805620620427,1.12382105,0.697163445336,0.697163445336,5.0,4.0,4.0,K
67,3544595,52.080808791,22.30473177,8.921892708,0.5059352692859477,2.1895916588398507,5.471393139100965,0.399121348,0.0579242676064,0.0579242676064,21.3932107509,2.7604142904400004,6.901035726110001,K
68,4141376,60.4904205325,21.921327233000003,8.431279705,1.0748382158648113,3.889144906272272,10.1019687642812,0.9354030590000001,0.161457377367,0.161457377367,11.0,2.0,2.0,K
69,4143755,19.1377525203,69.96500187609999,1.79397440708,0.22495384112898845,0.23031565276032098,4.878515079876553,0.0737489708,0.0634202798854,0.0634202798854,55.0,16.0,44.0,K
70,4349452,85.68549172600001,3.6980512919999997,16.024888932,1.379239104102956,1.6643542405683847,0.4090440272440645,1.3753305,0.14419958998,0.14419958998,8.27270521975,1.1217227416600002,0.841292056245,K
71,4914423,65.7040990573,23.3959815967,57.5901085456,0.39085835979239375,8.443840013183552,3.435575409110495,0.35624109600000003,0.18965122344000002,0.18965122344000002,21.0,18.0,10.0,K
72,5094751,9.902446130060001,55.794922596999996,5.39950863842,1.2245618402611842,1.6654897616088975,11.640203919095637,0.210589317,0.21196068638300003,0.21196068638300003,3.0,2.0,38.0,K
73,5866724,83.639957966,5.870712216,8.806068324,1.308509562401453,1.2710516308379702,0.8494107502587732,1.30045623,0.0785057497021,0.0785057497021,8.63317705196,0.460436109438,0.690654164157,K
74,6196457,11.7035802879,62.9944470787,7.19936538042,1.307700460357405,2.2516141590877594,16.410809882037746,0.2652650565,0.254389192163,0.254389192163,3.0,2.0,32.0,K
75,6278762,53.219169855,10.7647754473,7.17651696488,0.4845035798423358,1.668753753847837,2.5020540316689828,0.38805429799999996,0.0525868987479,0.0525868987479,23.0,2.0,2.0,K
76,6521045,78.946911797,10.471259466000001,15.125152562,0.4560036861719454,1.2981811011842477,0.8990443205638755,0.447544802,0.0317731340457,0.0317731340457,24.6547834589,2.85852561842,2.14389421382,K
77,7670943,62.755288038,26.545859804000003,5.588602064,2.114182716319996,4.814012731138968,22.84329178785341,1.87963401,0.197456779637,0.197456779637,5.7369585053,0.97650357537,0.488251787685,K
78,8077137,63.179135461,19.254208428,11.002404815999999,0.9308680425484479,4.125160575846021,7.217648575793783,0.83072672,0.08778667863769998,0.08778667863769998,12.8085015027,2.00917670631,1.50688252973,K
79,8292840,87.07301655,2.34123844,19.90052674,1.4204298348046533,1.4451237725222623,0.19776810218875807,1.41857677,0.101604834992,0.101604834992,7.947431593260001,0.895485249945,0.671613937459,K
80,8349582,8.10143352921,57.598909728900004,5.39989778709,1.9358347852792883,7.0484277561890964,17.01659359254297,0.272809457,0.971810040982,0.971810040982,1.0,0.0,40.0,K
82,8494142,20.8534674691,59.268103055,5.38800936864,1.4140664437081083,2.7208059025407327,27.897493959020554,0.503378201,0.35220174975199997,0.35220174975199997,5.0,2.0,18.0,K
83,8554498,8.0997349234,62.996846058900005,7.19963954959,3.4836298614302783,9.279296675838017,31.795979331718154,0.49083178299999997,1.21093624417,1.21093624417,1.0,0.0,8.0,K
84,8866102,89.740578268,0.0,9.316325952,2.1164155539008638,0.10776960913412809,0.0603696932735527,2.11639386,0.0603690744659,0.0603690744659,5.40165799527,0.121385572927,0.121385572927,K
85,9592705,56.7069164995,32.392893114,10.797631037999999,0.8041610479316439,3.9929600196722856,11.955072422870197,0.672177015,0.223080177771,0.223080177771,13.0,4.0,6.0,K
86,10514430,4.500819652840001,84.59875578350001,3.5999470546199994,1.896331063100865,3.2492913069287166,12.953233984598487,0.148811465,0.251515036224,0.251515036224,1.0,0.0,74.0,K
87,10586004,60.302345376000005,28.7958005566,43.1937008349,0.372045507567616,6.920731140014499,4.617979229411466,0.323177998,0.228345218776,0.228345218776,17.0,16.0,16.0,K
88,10666592,20.763694569400002,32.3639148766,7.1919810837,1.8725027495193407,4.5184510759697165,20.10087054661231,0.66382945,0.247562318429,0.247562318429,5.0,2.0,12.0,K
89,11133306,9.90168272329,77.3972465281,5.39980789731,2.289758393681353,4.875264900266368,30.34171748241951,0.39374234700000005,0.7570340530740001,0.7570340530740001,1.0,0.0,30.0,K
90,11295426,33.3116121199,52.1883992452,10.7975998438,0.34281453496147996,1.701001800381498,8.211628782895321,0.18827106850000003,0.046796632922300005,0.046796632922300005,51.0,28.0,8.0,K
91,11401755,56.7687643779,19.758683656400002,19.758683656400002,0.6123428001973826,5.548664549982753,5.548664549982753,0.512203735,0.137926996653,0.137926996653,17.0,4.0,6.0,K
92,11807274,68.017298105,21.493526164000002,4.88489231,1.5542052555542443,2.636829101231099,11.59574019663867,1.44120973,0.08278399871980001,0.08278399871980001,7.6033288923199995,0.608266311385,0.608266311385,K
93,11853905,72.89832753600001,16.199112376400002,48.5973371293,0.32745982695798326,4.475761328172422,1.4998192252534008,0.3129810045,0.155839731677,0.155839731677,27.0,24.0,10.0,K
94,11904151,85.4999079191,3.5999418247300006,61.1990110205,0.1330306142614162,0.644296943078675,0.10487921224011669,0.13262050849999998,0.09765952053999999,0.09765952053999999,47.0,46.0,22.0,K
